;coderesp;securityid;birthyearr;control1;control3;control3_txt;s11;polint;part;nonvote_01;nonvote_02;nonvote_03;nonvote_04;nonvote_05;nonvote_06;nonvote_07;nonvote_08;nonvote_09;nonvote_10;nonvote_98;party15;vote1;vote1a;vote1b;vote1c;importance1;reason1acc1;reason1acc1_01;reason1acc1_02;reason1acc1_03;reason2acc1;reason2acc1_01;reason2acc1_02;reason2acc1_03;reason2acc1_04;reason1den1;reason1den1_01;reason1den1_02;reason1den1_03;reason1den1_04;reason2den1;reason2den1_01;reason2den1_02;reason2den1_03;reason2den1_04;vote2;vote2a;vote2b;vote2c;importance2;reason1acc2;reason1acc2_01;reason1acc2_02;reason1acc2_03;reason2acc2;reason2acc2_01;reason2acc2_02;reason2acc2_03;reason1den2;reason1den2_01;reason1den2_02;reason1den2_03;reason1den2_04;reason2den2;reason2den2_01;reason2den2_02;reason2den2_03;reason2den2_04;trust_1;trust_2;trust_3;trust_4;trust_5;trust_7;trust_8;trust_9;trust_10;trust_21;trust_22;trust_25;trust_29;trust_31;trust_55;trust_63;lrsp;value2;value3;value6;value9;value12;value15;difficul1;dectime1;argu1_1;argu1_2;argu1_3;argu1_4;argu1_5;argu1_6;difficul2;dectime2;argu2_1;argu2_2;argu2_3;argu2_4;argu2_5;argu2_6;zusatz1a301125_1;zusatz1a301125_2;zusatz1a301125_3;zusatz1a301125_4;zusatz1a301125_5;zusatz2a301125_1;zusatz2a301125_2;zusatz2a301125_3;zusatz2a301125_4;zusatz2a301125_5;zusatz2a301125_6;zusatz2a301125_7;zusatz2a301125_8;zusatz2a301125_9;zusatz2a301125_10;zusatz2a301125_11;zusatz2a301125_12;zusatz2a301125_13;zusatz2a301125_14;zusatz3a301125_1;zusatz3a301125_2;zusatz3a301125_3;zusatz3a301125_4;online;mediause_1;mediause_3;mediause_4;mediause_5;mediause_6;mediause_7;mediause_8;mediause_9;mediause_10;mediause_11;mediause_13;mediause_14;mediause_15;mediause2_1;mediause2_2;mediause2_3;mediause2_4;mediause2_5;mediause2_6;mediause2_7;mediause2_8;mediause_12;mediause_2;discus;votewie;part2;partya;citizenrepa;originparents;confessd;confessr;cult;educ;acti;actiprev;s17jobposition;workload;s17sector;mainearner;educmain;actimain;income;incomeprecariat;habitat;gewvorl1;gewvorl2;unused;sprachreg3;agglo2020;grossreg;;;;;;
3273;17425;2.02511E+15;1983;;;;1;2;2;0;0;0;0;0;0;0;1;0;0;0;9;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;9;7;5;5;2;7;98;8;9;8;8;3;7;8;7;9;3;2;2;3;2;3;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;4;3;2;1;1;1;1;1;1;1;1;0;0;1;1;0;0;2;2;4;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;9;2;1;1;1;1;2;52;3;99999998;33;21;2;1;99999998;99999998;9;1;2;1.806396863;1.805807381;0;1;2;4;;;;;;
3274;17430;2.02511E+15;1962;;;;1;1;2;0;0;0;0;0;0;0;1;0;0;0;6;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;8;8;5;4;6;7;4;6;4;6;2;4;3;5;4;7;6;8;4;3;5;3;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;3;3;2;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;3;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;9;6;1;1;1;1;7;52;7;3;32;10;2;1;99999998;99999998;9;1;2;2.032418467;2.032415625;0;1;1;2;;;;;;
3275;17439;2.02511E+15;1973;;;;2;3;2;0;0;1;0;0;0;0;0;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;8;8;8;5;98;7;5;5;7;7;98;5;5;9;5;8;5;2;3;4;1;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;98;2;3;1;1;0;1;1;0;1;1;0;1;1;1;0;0;2;98;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;5;2;1;1;2;;99999998;33;3;99999998;32;22;1;2;52;3;9;2;2;1.551719696;1.551213323;0;1;2;4;;;;;;
3276;17440;2.02511E+15;1951;;;;2;2;1;;;;;;;;;;;;4;2;99999998;2;99999998;4;;;;;;;;;;;999;;;;;999;;;;2;99999998;2;99999998;2;;;;;;;;;weniger Staat;900;;;;;999;;;;9;7;7;7;5;9;7;7;5;7;0;9;5;8;5;7;7;8;3;1;4;6;3;2;3;2;2;2;2;2;2;1;2;2;3;2;2;3;3;2;3;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;2;1;7;8;10;7;7;8;7;7;8;0;5;10;7;5;5;5;5;7;5;2;1;5;7;3;1;6;4;1;1;2;;99999998;32;8;6;99999998;98;99999998;1;99999998;99999998;12;1;2;1.410337288;1.342178412;0;1;2;4;;;;;;
3277;17443;2.02511E+15;1974;;;;2;3;2;0;0;0;0;0;0;0;1;0;0;0;4;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;4;4;5;5;6;5;5;6;5;5;0;5;3;3;3;6;6;6;5;3;2;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;2;3;2;3;0;0;0;1;1;0;0;0;1;0;0;0;0;0;2;3;4;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;4;1;1;1;1;2;33;1;99999998;11;21;1;3;99999998;99999998;15;1;2;1.385690311;1.385688373;0;1;3;2;;;;;;
3278;17446;2.02511E+15;2006;;;;1;3;2;0;0;0;0;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;3;4;3;4;1;4;6;3;8;2;7;1;7;8;9;2;2;1;2;6;1;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;1;1;1;2;4;0;0;0;0;1;1;0;0;0;0;0;1;0;0;2;4;3;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;6;2;1;1;2;;99999998;21;4;99999998;99999998;10;99999998;4;32;1;98;1;8;1.33705895;1.33705708;0;1;2;2;;;;;;
3279;17447;2.02511E+15;1970;;;;2;3;1;;;;;;;;;;;;1;2;99999998;4;99999998;2;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;4;;;;;;;;;;999;;;;;999;;;;10;4;4;3;5;10;7;10;5;6;2;3;2;6;3;7;9;6;8;2;3;6;6;1;8;2;2;3;2;2;4;8;2;8;8;3;4;8;3;4;3;2;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;2;3;2;3;3;6;98;10;4;7;2;5;0;4;0;0;0;0;0;0;0;0;5;0;8;0;8;3;1;10;1;1;1;2;;99999998;32;2;99999998;99999998;22;99999998;2;32;1;8;1;2;0.810774372;0.762008531;0;1;2;2;;;;;;
3280;17450;2.02511E+15;1986;;;;1;3;1;;;;;;;;;;;;1;2;99999998;4;99999998;10;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;10;;;;;;;;;;999;;;;;999;;;;2;2;4;2;5;4;4;6;0;4;4;2;0;0;0;4;10;6;6;1;3;1;5;1;1;8;1;4;1;3;2;1;1;4;4;4;8;4;8;98;98;98;98;98;1;0;0;0;0;0;0;1;1;0;1;0;0;0;3;3;4;2;4;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;1;2;1;1;1;2;;99999998;32;1;99999998;12;10;1;3;99999998;99999998;5;2;2;1.101653257;1.035391853;0;1;2;2;;;;;;
3281;17451;2.02511E+15;1971;;;;1;1;1;;;;;;;;;;;;3;2;99999998;4;99999998;2;;;;;;;;;;Das Engagement für die Gesellschaft soll weiterhin auf freiwilliger Basis möglich sein;502;;;;;999;;;;2;99999998;4;99999998;9;;;;;;;;;Für mich war das eine Enteignungsinitiative.;299;;;;Im linken Lager wird gerne das Geld anderer Leute ausgegeben.;103;;;;9;7;5;8;8;8;1;8;5;8;1;8;6;7;4;8;7;4;4;2;2;5;3;1;1;3;3;2;2;2;3;1;1;2;4;4;1;1;1;3;3;2;1;3;1;1;0;0;0;0;0;0;1;0;1;0;0;0;2;2;2;2;3;8;3;10;0;0;0;9;0;0;0;0;0;0;4;6;1;0;0;6;4;10;0;4;5;1;10;3;1;1;1;1;3;52;1;99999998;12;10;1;3;99999998;99999998;7;1;1;0.90136137;0.847146971;0;1;2;2;;;;;;
3282;17453;2.02511E+15;1956;;;;1;1;1;;;;;;;;;;;;17;2;99999998;4;99999998;1;;;;;;;;;;Die Kosten und die Absenzen der arbeitenden Bevölkerung.;302;301;;;"Der verordnete ""Zwang""";502;;;;2;99999998;4;99999998;2;;;;;;;;;Die Vorlage war zu radikal;103;;;;Keine Differenzierung betreffend der Steuer. Ob flüssige Mittel oder Wert einer Firma.;203;;;;8;7;6;8;8;5;8;9;8;9;1;5;5;7;0;7;6;2;3;2;1;4;1;1;1;3;3;3;1;2;2;1;1;2;2;2;1;2;2;4;3;3;2;4;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;2;2;2;2;10;0;9;9;5;9;0;5;4;0;0;0;1;6;1;4;4;0;8;6;8;0;7;3;1;10;16;1;1;1;1;2;32;7;3;32;10;2;3;99999998;99999998;5;2;1;1.051283775;0.988051956;0;1;2;2;;;;;;
3283;17454;2.02511E+15;1980;;;;1;1;1;;;;;;;;;;;;16;1;4;99999998;99999998;6;Gleichberechtigung;201;;;;999;;;;;;;;;;;;;;1;2;99999998;99999998;1;Um dem Thema Gewicht zu geben;106;;;;999;;;;;;;;;;;;;4;3;1;2;3;3;5;3;6;2;5;2;3;5;4;5;6;2;2;5;1;1;3;1;1;1;3;1;2;4;3;1;2;8;2;2;3;2;1;1;3;4;4;3;0;1;1;1;1;1;0;1;0;1;1;1;0;0;1;2;3;2;1;5;2;2;0;0;0;4;0;0;0;0;0;0;5;0;1;1;2;3;0;3;0;0;4;1;10;9;2;2;2;;99999998;60;3;99999998;32;10;2;1;99999998;99999998;98;2;2;0.587860025;0.771161394;0;1;2;2;;;;;;
3284;17461;2.02511E+15;1968;;;;2;1;1;;;;;;;;;;;;1;2;99999998;4;99999998;1;;;;;;;;;;;999;;;;;999;;;;3;99999998;99999998;4;1;;;;;;;;;;;;;;;;;;;1;2;4;0;2;1;5;5;5;5;0;2;0;0;0;1;8;5;5;5;5;5;5;1;1;3;3;2;1;2;1;1;1;4;3;3;1;2;1;4;2;2;3;2;1;1;1;0;0;0;0;1;0;0;0;0;0;0;2;2;2;2;3;4;0;0;2;2;1;2;2;0;2;0;0;3;0;0;0;0;3;3;0;0;0;1;3;1;10;1;2;2;2;;99999998;31;8;3;33;21;2;2;33;3;6;2;2;0.075775362;0.069897611;0;1;1;4;;;;;;
3285;17464;2.02511E+15;1965;;;;2;2;1;;;;;;;;;;;;9;2;99999998;2;99999998;6;;;;;;;;;;Folgen der Umsetzung waren unklar. Auswirkungen auf die Wirtschaft, wenn Frauen zusätzlich aufgrund Dienstpflicht fehlen.;302;;;;;999;;;;2;99999998;4;99999998;9;;;;;;;;;Wirtschaftliche und finanzielle Folgen.;200;;;;Anliegen war zu extrem formuliert.;103;;;;9;7;5;7;5;9;3;4;6;9;1;1;5;10;1;5;6;5;2;1;1;5;4;2;3;2;3;3;2;3;4;1;1;2;4;4;1;2;1;3;4;1;1;4;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;1;1;1;1;10;5;8;0;2;0;0;0;5;0;1;9;4;8;0;0;0;0;8;0;9;0;8;3;1;9;9;1;1;1;1;2;52;1;99999998;31;10;1;2;52;1;10;1;2;1.105563189;1.052133457;0;1;1;4;;;;;;
3286;17469;2.02511E+15;1994;;;;1;3;2;0;0;0;0;0;0;1;0;0;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;10;10;8;8;8;10;8;10;7;7;2;5;8;8;5;10;7;5;5;2;1;1;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;3;2;2;4;1;1;0;1;1;0;0;0;1;0;1;0;0;0;2;2;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;6;1;1;1;1;1;2;51;3;99999998;33;10;1;1;99999998;99999998;11;1;1;2.201734604;2.201016112;0;1;2;4;;;;;;
3287;17471;2.02511E+15;1992;;;;2;2;2;0;0;0;0;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;7;1;5;8;5;5;7;0;0;5;10;7;5;8;2;4;6;6;4;4;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;1;4;3;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;2;1;2;2;;99999998;51;3;99999998;33;23;2;2;52;1;98;1;2;1.67736735;1.676819974;0;1;1;4;;;;;;
3288;17472;2.02511E+15;1971;;;;1;1;2;0;0;0;0;0;0;0;1;0;0;0;17;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;5;5;4;6;7;6;10;5;3;5;7;10;7;8;5;1;4;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;3;3;2;2;0;1;1;1;1;1;1;1;1;1;1;1;0;0;2;2;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;6;2;2;2;1;2;2;40;3;99999998;33;10;2;1;99999998;99999998;13;2;2;1.887793168;1.887177124;0;1;1;4;;;;;;
3289;17473;2.02511E+15;2006;;;;1;1;2;0;0;0;0;1;0;0;0;1;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;6;3;3;2;4;4;3;6;0;6;0;3;1;2;0;5;8;5;6;1;4;1;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;4;2;2;4;1;1;1;0;0;0;0;1;1;0;1;1;0;0;1;2;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;1;1;2;1;5;5;32;4;99999998;99999998;10;99999998;4;51;3;14;2;2;1.740791475;1.740223403;0;1;1;4;;;;;;
3290;17474;2.02511E+15;1982;;;;1;2;1;;;;;;;;;;;;1;2;99999998;4;99999998;0;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;0;;;;;;;;;Neid;103;;;;Juso;103;;;;5;5;5;5;5;5;0;5;2;5;0;2;5;5;0;5;7;6;8;1;1;1;1;1;1;4;3;3;1;1;2;1;1;1;3;3;1;2;1;3;3;2;2;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;1;2;0;8;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;8;0;10;0;3;4;1;10;1;1;1;2;;99999998;51;3;99999998;32;10;1;3;99999998;99999998;11;1;1;1.042822929;0.992425312;0;1;1;4;;;;;;
3291;17477;2.02511E+15;1989;;;;2;2;2;0;0;0;1;0;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;7;7;5;4;5;7;4;5;5;7;1;1;7;4;0;5;5;4;3;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;4;3;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;98;3;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;2;2;2;2;;99999998;32;8;3;32;10;1;2;51;5;6;2;1;1.655866435;1.655326076;0;1;1;4;;;;;;
3292;17478;2.02511E+15;1972;;;;2;3;2;0;0;0;0;0;0;0;1;0;0;0;16;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;98;5;98;5;5;98;5;5;98;98;5;2;2;5;98;9;8;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;16;1;2;1;2;9;32;3;99999998;33;10;2;3;99999998;99999998;11;2;1;1.816220555;1.815627867;0;1;1;4;;;;;;
3293;17481;2.02511E+15;1996;;;;2;3;1;;;;;;;;;;;;1;2;99999998;4;99999998;5;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;5;;;;;;;;;;999;;;;;999;;;;4;5;5;0;5;5;3;5;3;5;1;3;3;0;0;5;9;6;3;2;5;1;2;2;8;2;3;3;2;3;3;2;8;2;3;2;2;3;2;3;3;2;2;3;1;0;1;0;0;0;0;0;0;0;1;0;0;0;2;3;3;2;3;3;4;7;5;2;2;0;3;0;5;5;0;4;0;5;4;8;6;1;0;5;4;4;3;1;10;1;1;1;1;1;2;31;3;99999998;33;23;1;2;51;3;7;2;1;1.015098549;0.954043172;0;1;3;2;;;;;;
3294;17486;2.02511E+15;1996;;;;2;3;2;0;0;0;1;0;0;1;1;1;0;0;17;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;7;7;5;4;98;5;7;98;98;5;98;98;7;8;2;9;5;6;3;4;8;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;3;2;3;0;1;0;0;1;1;1;1;0;1;1;1;0;0;2;98;2;98;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;6;1;1;1;2;;99999998;52;3;99999998;33;23;1;2;32;3;7;3;1;1.430583937;1.430581937;0;1;2;2;;;;;;
3295;17491;2.02511E+15;1968;;;;2;3;1;;;;;;;;;;;;99;8;99999998;99999998;99999998;98;;;;;;;;;;;;;;;;;;;;8;99999998;99999998;99999998;98;;;;;;;;;;;;;;;;;;;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;5;8;8;8;1;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;3;2;4;98;3;0;0;1;1;1;0;0;0;0;1;1;0;0;0;2;98;98;2;1;1;2;0;0;0;0;0;0;0;1;4;0;0;0;5;5;0;0;0;4;5;0;0;8;1;5;16;1;1;2;;99999998;21;3;99999998;33;10;1;1;99999998;99999998;4;3;1;0.353743716;0.353744368;0;1;3;2;;;;;;
3296;17492;2.02511E+15;1968;;;;1;2;2;0;0;0;0;0;0;0;1;0;0;0;4;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;7;6;6;5;4;5;6;4;1;3;0;3;4;3;2;5;5;5;3;6;1;3;5;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;1;1;1;3;1;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;2;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;4;1;1;1;2;2;51;3;99999998;33;10;1;2;52;3;9;2;1;1.649710018;1.649707711;0;1;3;2;;;;;;
3297;17502;2.02511E+15;1994;;;;1;4;2;0;0;0;0;0;0;0;1;0;0;0;4;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;5;5;5;5;5;5;0;5;0;5;0;5;3;5;0;5;5;4;6;3;1;4;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;3;2;2;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;2;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;3;1;1;1;1;1;51;3;99999998;33;10;1;1;99999998;99999998;10;1;1;1.738729628;1.738727197;0;1;3;2;;;;;;
3298;17506;2.02511E+15;1955;1;3;;3;4;2;0;0;0;0;1;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;0;0;0;0;7;0;0;0;0;5;0;7;0;2;0;5;10;6;6;1;4;6;6;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;1;3;1;1;4;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;1;1;1;2;;99999998;60;3;99999998;32;10;1;;99999998;99999998;12;3;1;1.480485344;1.480002217;0;1;2;4;;;;;;
3299;17507;2.02511E+15;2000;;;;2;3;1;;;;;;;;;;;;5;2;99999998;4;99999998;4;;;;;;;;;;Gefahr Lohndumping;307;;;;;999;;;;1;4;99999998;99999998;7;Klimaschutz;200;;;;999;;;;;;;;;;;;;7;7;5;2;6;7;6;5;9;4;5;8;8;10;9;6;1;2;1;3;1;2;3;2;2;3;4;4;3;4;4;1;1;2;2;2;3;2;4;4;2;4;2;4;1;0;0;1;1;0;1;0;0;0;0;1;0;0;2;3;2;2;1;3;0;7;0;1;3;8;0;0;0;5;0;1;4;6;2;2;1;4;1;9;4;0;3;1;9;5;1;1;1;2;3;52;3;99999998;33;10;2;1;99999998;99999998;6;1;1;1.149315364;0.954494264;0;1;2;4;;;;;;
3300;17511;2.02511E+15;1967;;;;1;1;1;;;;;;;;;;;;9;1;4;99999998;99999998;6;;999;;;;999;;;;;;;;;;;;;;2;99999998;4;99999998;8;;;;;;;;;;999;;;;;999;;;;6;6;5;6;4;6;3;6;6;3;2;3;7;6;3;6;5;8;2;2;2;4;3;1;1;2;1;1;1;4;4;1;1;1;2;4;1;4;2;2;4;2;2;4;1;0;0;1;1;0;0;1;1;1;1;0;0;0;1;1;2;3;3;8;7;8;2;1;1;7;1;1;0;0;1;2;1;1;1;1;1;6;1;7;1;8;2;1;98;9;1;1;1;1;2;52;1;99999998;11;21;1;1;99999998;99999998;12;1;2;0.311442028;0.468167994;0;1;3;2;;;;;;
3301;17516;2.02511E+15;1984;;;;1;3;2;0;0;0;0;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;6;5;5;7;4;6;8;5;7;2;7;3;7;9;5;5;2;1;1;4;1;3;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;1;4;4;1;0;0;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;2;1;1;2;;99999998;52;3;99999998;32;10;1;3;99999998;99999998;11;2;1;1.259347913;1.259346153;0;1;3;2;;;;;;
3302;17524;2.02511E+15;1954;;;;2;2;1;;;;;;;;;;;;1;1;4;99999998;99999998;3;Dass Frauen in der Zeit in der Männer Dienst leisten Karriere einleiten können;201;;;;999;;;;;;;;;;;;;;2;99999998;4;99999998;10;;;;;;;;;Blödsinn der JUSO darf man nicht unterstützen;103;;;;;999;;;;10;5;9;0;7;7;0;0;0;9;0;0;0;0;0;9;8;6;6;1;4;1;3;1;1;1;1;1;4;2;1;1;1;4;4;4;1;1;1;1;1;1;1;4;1;1;0;1;0;0;0;0;0;0;1;1;0;0;2;1;1;1;3;5;0;10;2;5;0;0;0;10;0;0;10;0;8;8;8;0;8;0;2;10;0;2;3;1;10;1;1;1;1;1;2;52;7;98;99999998;98;99999998;2;52;7;13;2;2;0.464432647;0.698147589;0;1;1;2;;;;;;
