;coderesp;securityid;birthyearr;control1;control3;control3_txt;s11;polint;part;nonvote_01;nonvote_02;nonvote_03;nonvote_04;nonvote_05;nonvote_06;nonvote_07;nonvote_08;nonvote_09;nonvote_10;nonvote_98;party15;vote1;vote1a;vote1b;vote1c;importance1;reason1acc1;reason1acc1_01;reason1acc1_02;reason1acc1_03;reason2acc1;reason2acc1_01;reason2acc1_02;reason2acc1_03;reason2acc1_04;reason1den1;reason1den1_01;reason1den1_02;reason1den1_03;reason1den1_04;reason2den1;reason2den1_01;reason2den1_02;reason2den1_03;reason2den1_04;vote2;vote2a;vote2b;vote2c;importance2;reason1acc2;reason1acc2_01;reason1acc2_02;reason1acc2_03;reason2acc2;reason2acc2_01;reason2acc2_02;reason2acc2_03;reason1den2;reason1den2_01;reason1den2_02;reason1den2_03;reason1den2_04;reason2den2;reason2den2_01;reason2den2_02;reason2den2_03;reason2den2_04;trust_1;trust_2;trust_3;trust_4;trust_5;trust_7;trust_8;trust_9;trust_10;trust_21;trust_22;trust_25;trust_29;trust_31;trust_55;trust_63;lrsp;value2;value3;value6;value9;value12;value15;difficul1;dectime1;argu1_1;argu1_2;argu1_3;argu1_4;argu1_5;argu1_6;difficul2;dectime2;argu2_1;argu2_2;argu2_3;argu2_4;argu2_5;argu2_6;zusatz1a301125_1;zusatz1a301125_2;zusatz1a301125_3;zusatz1a301125_4;zusatz1a301125_5;zusatz2a301125_1;zusatz2a301125_2;zusatz2a301125_3;zusatz2a301125_4;zusatz2a301125_5;zusatz2a301125_6;zusatz2a301125_7;zusatz2a301125_8;zusatz2a301125_9;zusatz2a301125_10;zusatz2a301125_11;zusatz2a301125_12;zusatz2a301125_13;zusatz2a301125_14;zusatz3a301125_1;zusatz3a301125_2;zusatz3a301125_3;zusatz3a301125_4;online;mediause_1;mediause_3;mediause_4;mediause_5;mediause_6;mediause_7;mediause_8;mediause_9;mediause_10;mediause_11;mediause_13;mediause_14;mediause_15;mediause2_1;mediause2_2;mediause2_3;mediause2_4;mediause2_5;mediause2_6;mediause2_7;mediause2_8;mediause_12;mediause_2;discus;votewie;part2;partya;citizenrepa;originparents;confessd;confessr;cult;educ;acti;actiprev;s17jobposition;workload;s17sector;mainearner;educmain;actimain;income;incomeprecariat;habitat;gewvorl1;gewvorl2;unused;sprachreg3;agglo2020;grossreg;;;;;;
262;10794;2.02511E+15;1959;;;;2;3;1;;;;;;;;;;;;17;8;99999998;99999998;99999998;0;;;;;;;;;;;;;;;;;;;;8;99999998;99999998;99999998;5;;;;;;;;;;;;;;;;;;;5;5;98;0;98;5;98;98;98;98;98;98;5;98;98;98;5;1;9;3;1;1;9;1;1;8;8;8;8;8;8;8;8;8;8;8;8;8;8;98;98;98;98;98;0;0;0;0;0;0;0;0;0;0;0;0;0;1;98;98;98;98;2;5;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;8;1;98;16;1;1;8;;99999998;32;1;99999998;98;98;1;8;99999998;99999998;98;8;8;0.246352376;0.246351251;0;1;1;5;;;;;;
263;12787;2.02511E+15;1962;;;;1;2;2;0;0;0;0;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;6;5;4;4;2;5;8;3;8;6;6;3;6;8;8;3;2;5;1;3;1;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;4;3;3;1;1;1;0;0;0;0;0;0;0;1;1;0;0;2;2;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;10;2;1;1;2;;99999998;32;3;99999998;33;10;3;1;99999998;99999998;5;1;2;1.436012758;1.436075836;0;1;1;5;;;;;;
264;10298;2.02511E+15;1996;;;;2;4;1;;;;;;;;;;;;4;2;99999998;8;99999998;3;;;;;;;;;;Nicht passend, zu teuer, zu viele Abwesenheit für Bund;302;301;;;;999;;;;2;99999998;4;99999998;3;;;;;;;;;Unnötig;103;;;;;999;;;;10;9;4;0;3;8;7;7;3;6;1;2;6;1;0;4;8;6;3;2;3;1;1;2;3;3;4;4;1;8;4;2;3;1;3;8;3;1;2;4;4;1;1;4;0;0;0;1;1;1;0;1;0;0;1;0;0;0;1;3;2;1;4;0;0;5;0;0;9;0;0;0;5;0;0;0;5;5;1;1;1;5;1;10;5;98;4;1;10;1;1;1;1;2;2;51;3;99999998;32;10;1;1;99999998;99999998;10;1;2;1.021955381;1.023635507;0;1;2;6;;;;;;
265;12954;2.02511E+15;1958;;;;2;2;2;0;0;0;1;0;0;0;0;0;0;0;16;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;2;2;2;0;0;3;2;4;1;2;0;0;2;2;0;4;5;4;4;3;2;1;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;2;4;4;2;0;1;1;1;1;1;1;1;1;1;1;1;0;0;2;2;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;10;1;2;2;1;2;2;97;7;3;33;21;2;1;99999998;99999998;4;2;2;2.064475186;2.063801485;0;1;2;4;;;;;;
266;12657;2.02511E+15;1963;;;;1;2;1;;;;;;;;;;;;4;1;4;99999998;99999998;1;Frauen müssen auch obligatorisch Wehrdienst leisten.;201;;;;999;;;;;;;;;;;;;;2;99999998;4;99999998;10;;;;;;;;;Erbschaftssteuer ist eine ungerechte Steuer;103;;;;;999;;;;5;5;5;5;5;5;0;5;0;5;0;5;1;1;0;5;7;9;4;2;3;4;4;1;1;8;8;8;8;8;8;8;8;3;3;3;1;4;2;2;4;3;1;4;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;2;3;3;3;9;5;5;5;7;5;7;7;2;5;0;0;5;98;98;98;98;98;98;98;98;5;5;8;8;98;4;1;1;1;2;2;51;5;3;98;10;1;1;99999998;99999998;5;1;2;0.239730734;0.251541975;0;1;1;5;;;;;;
267;12620;2.02511E+15;1948;;;;1;1;1;;;;;;;;;;;;16;2;99999998;4;99999998;0;;;;;;;;;;Kosten und fehlende Notwendigkeit;301;;;;;999;;;;2;99999998;4;99999998;0;;;;;;;;;;999;;;;;999;;;;8;5;5;3;8;7;2;2;0;5;0;8;0;0;0;8;7;5;5;2;6;2;2;1;1;4;4;2;1;4;4;1;1;3;4;1;1;1;1;2;4;1;1;4;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;2;1;2;3;10;1;9;0;0;0;2;2;0;0;0;0;5;0;0;0;0;0;5;0;10;0;5;4;1;10;1;1;1;1;2;2;52;7;3;32;10;2;1;99999998;99999998;9;1;2;1.395188915;1.435215123;0;1;2;5;;;;;;
268;13414;2.02511E+15;1956;;;;1;1;1;;;;;;;;;;;;1;2;99999998;8;99999998;10;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;10;;;;;;;;;Schadet Wirtschaft, gefährdet Arbeitsplätze;200;;;;Geld gebunden im Klimafonds;402;;;;3;3;3;2;3;3;2;2;1;5;0;3;1;3;0;3;10;4;6;1;1;4;3;1;1;1;1;4;1;4;4;1;1;2;4;1;1;1;1;4;4;1;1;4;1;1;1;0;1;0;0;0;0;0;0;0;0;0;2;3;4;1;3;10;10;5;5;0;0;5;5;5;5;0;0;5;5;5;5;0;0;5;0;5;0;0;4;1;10;1;1;1;2;;99999998;32;7;3;33;10;1;3;99999998;99999998;12;1;1;1.004480214;1.036596658;0;1;1;3;;;;;;
269;10116;2.02511E+15;1943;;;;2;2;1;;;;;;;;;;;;1;2;99999998;4;99999998;3;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;2;;;;;;;;;zu extrem;103;;;;;999;;;;10;5;5;3;98;5;98;98;98;5;0;5;98;0;0;98;8;8;5;1;2;1;9;1;1;2;1;3;2;2;3;1;1;4;4;4;1;1;1;3;98;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;2;2;2;0;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98;5;5;0;2;8;1;10;3;1;1;1;2;4;32;8;8;99999998;10;99999998;2;51;7;8;1;2;1.245004381;1.247051207;0;1;1;6;;;;;;
270;14069;2.02511E+15;1976;;;;1;2;2;0;0;0;0;0;0;0;1;0;0;0;99;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;9;98;5;2;7;8;6;6;1;7;0;3;1;1;0;5;8;6;5;1;6;3;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;1;4;1;1;4;1;1;1;0;0;1;1;1;0;1;0;1;0;0;2;2;2;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;1;1;1;2;;99999998;98;98;99999998;99999998;10;99999998;1;99999998;99999998;10;1;2;1.409449774;1.40826652;0;1;3;5;;;;;;
271;13571;2.02511E+15;1977;;;;1;3;2;0;1;0;0;0;0;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;3;3;4;1;3;2;1;1;0;1;0;3;1;2;0;2;2;3;6;4;5;3;4;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;3;2;4;3;1;0;0;1;0;0;0;0;0;0;1;0;0;0;2;3;4;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;4;4;1;1;2;;99999998;51;1;99999998;11;10;1;3;99999998;99999998;9;2;2;1.169152598;1.169150963;0;1;1;2;;;;;;
272;12948;2.02511E+15;1943;;;;1;2;2;0;0;0;0;0;0;1;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;3;3;5;4;4;2;5;5;7;3;1;4;4;7;7;7;7;5;2;2;2;6;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;3;3;2;2;3;0;1;0;0;1;1;0;1;1;0;1;0;0;0;98;98;98;98;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;6;1;1;1;1;2;4;32;98;99999998;99999998;10;99999998;1;99999998;99999998;7;2;2;2.594526748;2.594640714;0;1;1;5;;;;;;
273;12345;2.02511E+15;1993;;;;1;2;1;;;;;;;;;;;;12;1;4;99999998;99999998;7;Jeder sollte seinen Dienst an und für die Gesellschaft leisten. bringt neben hihen Kosten einen nivht zu unterstützenden Mehrwert für die Geslelschaft;203;;;Unsere Assoziale Gesellschaft würde wieder etwas sozialer werden. Jeder und Jede hätte schon einmal geleistet!;204;;;;;;;;;;;;;;1;4;99999998;99999998;5;Sinnvolle und nachvollziehbare Argumente;102;;;Mehr Freiheit-->Weniger Überwachung;900;;;;;;;;;;;;;9;7;4;3;98;5;8;7;10;10;0;6;8;10;5;8;6;2;3;1;1;1;2;1;1;1;1;2;3;2;4;1;1;1;2;3;3;3;2;1;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;2;2;2;3;9;4;9;8;9;4;3;9;5;7;2;9;3;1;1;3;0;3;8;6;9;0;5;2;1;9;12;1;1;1;1;4;51;1;99999998;11;10;1;3;99999998;99999998;10;2;2;1.715950051;2.060199453;0;1;1;4;;;;;;
274;12469;2.02511E+15;1988;;;;2;2;1;;;;;;;;;;;;17;8;99999998;99999998;99999998;2;;;;;;;;;;;;;;;;;;;;8;99999998;99999998;99999998;10;;;;;;;;;;;;;;;;;;;7;7;5;1;5;7;5;5;5;5;5;5;5;5;5;5;5;6;5;1;6;9;3;8;1;1;2;2;2;2;2;8;1;1;2;2;3;3;2;3;2;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;9;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;5;0;9;0;0;4;1;10;1;2;2;2;;99999998;22;1;99999998;12;10;1;1;99999998;99999998;98;2;1;0.574923823;0.575537216;0;1;1;5;;;;;;
275;12783;2.02511E+15;1946;;;;2;1;1;;;;;;;;;;;;1;2;99999998;4;99999998;0;;;;;;;;;;Falscher Ansatz;103;;;;;999;;;;2;99999998;4;99999998;2;;;;;;;;;Absoluter Unsin: Wer vezahlt die meisten Steuern?;205;;;;;999;;;;3;2;0;2;3;0;4;0;2;0;0;4;0;0;0;3;6;5;6;1;2;1;3;1;1;3;4;3;2;2;4;1;1;3;4;3;1;1;1;3;3;1;1;4;1;1;0;0;1;0;0;0;1;0;1;0;0;0;3;4;3;3;3;10;1;9;2;2;4;2;7;6;0;1;2;2;4;3;4;6;9;2;3;9;0;2;2;1;10;1;1;1;2;;99999998;32;7;3;32;10;3;3;99999998;99999998;98;1;2;1.526056525;1.569837159;0;1;1;5;;;;;;
276;13785;2.02511E+15;1974;;;;2;2;1;;;;;;;;;;;;3;2;99999998;2;99999998;4;;;;;;;;;;;998;;;;;999;;;;8;99999998;99999998;99999998;8;;;;;;;;;;;;;;;;;;;8;7;7;6;8;8;8;8;9;9;8;7;9;9;7;8;6;5;3;5;2;2;5;2;2;2;2;3;2;2;3;1;2;2;3;2;2;2;2;3;3;3;3;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;3;4;1;10;9;6;8;1;1;5;2;0;0;2;3;3;1;1;3;0;0;10;0;5;4;1;5;3;2;2;2;;99999998;32;3;99999998;33;10;1;2;31;3;8;2;2;0.05986749;0.05988341;0;1;2;3;;;;;;
277;13764;2.02511E+15;1966;;;;2;3;1;;;;;;;;;;;;1;2;99999998;4;99999998;4;;;;;;;;;;Noch mehr Kosten;301;;;;Frau Gehört nicht ins Militär;599;;;;2;99999998;4;99999998;7;;;;;;;;;Firmen gehen zu Grunde und Arbeitsplätze;203;;;;Die Juso soll erst mal arbeiten gehen;103;;;;2;4;3;1;5;5;4;7;1;5;1;5;4;2;0;6;9;6;4;2;1;1;2;1;1;3;3;4;1;4;4;1;1;4;3;4;1;2;1;4;4;4;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;4;1;0;3;8;4;1;4;4;0;0;2;0;0;0;0;0;0;0;0;5;0;8;0;0;3;1;10;1;1;1;2;;99999998;32;1;99999998;12;21;1;1;99999998;99999998;4;2;2;0.801845932;0.82748351;0;1;3;3;;;;;;
278;12541;2.02511E+15;1953;;;;2;1;2;0;0;0;0;0;0;0;1;0;0;0;4;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;4;3;4;6;7;5;6;6;8;4;0;2;4;6;0;6;6;3;2;1;3;4;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;1;3;1;1;4;1;1;1;0;1;1;0;1;1;0;1;1;0;0;2;2;1;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;9;4;1;1;1;1;9;32;7;2;99999998;22;99999998;8;99999998;99999998;3;2;2;1.222272213;1.221756688;0;1;1;5;;;;;;
279;11207;2.02511E+15;1959;;;;2;2;1;;;;;;;;;;;;9;2;99999998;2;99999998;0;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;5;;;;;;;;;Initiative zu extrem;103;;;;;999;;;;6;7;4;3;7;8;8;7;9;5;3;3;7;8;5;7;3;1;3;2;1;1;1;2;8;8;8;8;8;8;8;2;2;2;2;8;1;3;2;3;1;98;98;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;1;2;7;5;5;0;0;0;0;0;0;0;0;0;0;98;98;98;98;98;98;98;98;0;98;4;1;8;9;1;1;1;1;4;51;7;3;33;22;2;1;99999998;99999998;3;2;2;1.17387391;1.117142852;0;1;1;4;;;;;;
280;13196;2.02511E+15;1948;;;;2;3;2;0;1;0;0;1;1;0;0;0;0;0;99;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;9;98;98;98;98;98;98;98;98;9;98;98;98;98;98;98;98;9;6;1;1;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;98;98;1;98;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;2;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;98;18;1;1;1;2;9;32;8;3;33;10;1;3;99999998;99999998;4;1;2;2.647125102;2.647121401;0;1;1;2;;;;;;
281;16504;2.02511E+15;1966;;;;1;4;2;0;0;0;0;0;0;0;0;0;0;1;16;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;98;98;0;0;0;98;0;0;0;0;0;0;0;0;0;0;98;9;9;9;9;9;9;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;2;3;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;18;1;1;1;2;9;98;98;99999998;99999998;10;99999998;1;99999998;99999998;98;2;2;2.191301497;2.192016934;0;1;3;1;;;;;;
282;12737;2.02511E+15;1967;;;;2;2;1;;;;;;;;;;;;99;2;99999998;4;99999998;2;;;;;;;;;;;999;;;;;999;;;;2;99999998;4;99999998;2;;;;;;;;;;999;;;;;999;;;;9;9;9;6;6;7;7;7;8;9;4;8;9;7;4;9;7;2;8;1;2;3;3;1;1;3;3;4;3;3;3;8;1;2;2;3;2;3;3;4;4;4;2;4;1;1;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;2;2;8;8;1;1;1;98;1;8;8;1;98;1;1;5;2;2;2;2;7;2;9;1;8;3;1;10;3;1;1;2;;99999998;31;3;99999998;33;23;1;2;51;1;9;1;2;1.16949526;1.203046601;0;1;2;5;;;;;;
283;10988;2.02511E+15;1962;;;;2;3;1;;;;;;;;;;;;16;2;99999998;8;99999998;2;;;;;;;;;;;999;;;;;999;;;;8;99999998;99999998;99999998;4;;;;;;;;;;;;;;;;;;;4;5;4;4;4;6;6;5;5;7;5;4;4;5;3;5;5;6;4;1;2;2;2;2;2;8;2;3;2;2;8;2;3;1;3;3;3;2;2;3;2;3;2;3;1;1;0;0;1;1;0;1;0;0;1;0;0;0;2;1;2;1;8;3;4;3;4;3;2;2;2;3;1;2;0;1;5;4;4;3;3;98;4;5;98;98;3;1;7;18;2;2;1;2;2;60;3;99999998;33;22;1;3;99999998;99999998;6;2;2;0.07037022;0.064911736;0;1;1;4;;;;;;
284;12471;2.02511E+15;1967;;;;8;2;1;;;;;;;;;;;;5;1;4;99999998;99999998;6;Gleichberechtigung Mann und Frau ist mir ein Anliegen;201;;;Umlagerung von Militärdienst zu neuen Aufgabenbereichen -> neu denken;305;;;;;;;;;;;;;;1;2;99999998;99999998;6;soziale Aspekte;102;;;Menschen mit viel Reichtum und Fülle sollten wenn möglich mehr für das Wir-Bewusstsein tun. Ich selber habe wenig Spende, aber im Verhältnis viel;301;;;;;;;;;;;;;98;4;98;98;2;7;9;3;8;2;5;2;9;7;6;8;2;2;1;5;1;6;2;1;2;1;2;2;1;3;3;1;2;2;1;1;2;4;2;2;1;4;3;2;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;4;2;1;2;4;0;10;10;4;1;1;8;9;0;0;0;0;6;6;3;2;1;9;3;6;0;4;3;1;10;5;1;1;1;2;2;32;1;99999998;12;10;1;2;51;3;12;1;2;0.869823859;0.806347167;0;1;3;5;;;;;;
285;12021;2.02511E+15;1963;;;;2;2;1;;;;;;;;;;;;1;2;99999998;4;99999998;5;;;;;;;;;;Wir leisten eh schon genug, haben so oder so genügend Verpflichtungen, für zusätzlichen Aufwand reichen Zwit und Energie nicht mehr!;503;;;;;999;;;;2;99999998;4;99999998;10;;;;;;;;;Führt nicht zu einem echten Beitrag zum Klimaschutz;399;;;;;999;;;;5;5;5;5;5;5;5;5;5;98;98;0;5;9;5;5;5;6;1;1;1;1;1;1;1;3;2;3;2;1;1;1;1;3;3;4;1;1;1;4;2;3;2;2;0;1;1;1;0;1;0;1;0;1;1;0;0;0;1;2;2;2;2;5;5;0;0;0;0;0;5;0;0;0;0;5;5;5;0;0;0;5;0;98;0;0;2;1;10;1;1;1;1;1;2;32;7;3;33;10;2;1;99999998;99999998;5;1;1;0.741809106;0.640463161;0;1;1;3;;;;;;
286;13522;2.02511E+15;1973;;;;2;2;1;;;;;;;;;;;;17;1;2;99999998;99999998;6;Gleiche Rechte und Pflichten für Alle;201;;;;999;;;;;;;;;;;;;;1;4;99999998;99999998;5;Die Zukunft geht uns alle an, Wer viele Ressourcen hat, hat ensprechend Verantwortung;303;203;;Ein Zeichen setzen;106;;;;;;;;;;;;;9;9;4;4;4;8;2;4;6;4;2;1;6;10;7;4;4;2;2;8;1;3;2;2;2;1;3;1;8;8;3;1;1;1;2;8;2;8;3;1;98;98;2;4;1;1;0;1;1;0;0;0;1;0;1;0;0;0;1;1;98;2;1;98;98;7;98;98;98;98;98;98;98;98;98;98;98;98;98;98;98;8;98;9;98;98;3;1;7;2;1;1;1;1;2;60;1;99999998;98;22;2;1;99999998;99999998;6;1;1;0.545760317;0.715934524;0;1;1;2;;;;;;
287;17290;2.02511E+15;1972;;;;1;2;2;0;0;0;1;0;0;0;0;0;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;7;7;6;4;5;7;8;7;7;8;7;7;8;7;8;8;7;4;3;5;1;3;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;3;1;2;2;1;0;0;1;1;0;0;1;0;0;1;0;0;0;1;2;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;8;1;9;2;2;;99999998;32;3;99999998;32;21;1;1;99999998;99999998;15;1;2;2.134716618;2.134019996;0;1;1;4;;;;;;
288;10492;2.02511E+15;1962;;;;1;1;2;0;0;0;1;0;0;0;1;0;0;0;2;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;7;7;5;8;4;7;5;7;8;5;0;2;8;10;6;8;5;4;3;1;1;3;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;3;3;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;5;1;1;1;1;2;51;3;99999998;31;21;1;1;99999998;99999998;15;1;2;1.496874856;1.49638638;0;1;1;4;;;;;;
289;12011;2.02511E+15;1988;;;;2;1;1;;;;;;;;;;;;11;2;99999998;4;99999998;2;;;;;;;;;;Dass sie von der SVP kam de facto;902;;;;Weil e nicht meiner Politischen Meinung entspricht;199;;;;1;2;99999998;99999998;4;Weil sie politisch meiner Sicht entspricht;102;;;Dass sie von links kommt;902;;;;;;;;;;;;;8;8;5;7;0;8;9;3;7;0;10;0;10;8;10;2;0;1;1;6;1;6;1;2;1;2;4;4;2;4;2;2;1;1;1;1;3;4;4;3;2;4;4;3;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;2;4;4;3;4;0;10;6;0;8;0;0;0;0;0;98;0;5;2;98;3;2;5;0;9;0;0;4;1;10;11;1;2;2;;99999998;52;3;99999998;33;22;3;2;52;3;6;1;2;0.625177608;0.471034002;0;1;1;3;;;;;;
290;10014;2.02511E+15;1960;;;;2;2;1;;;;;;;;;;;;9;2;99999998;4;99999998;0;;;;;;;;;;Frauen leisten schon genug für die Allgemeinheit. Freiwilligenarbeit, Kindererziehung;503;;;;Frauen sind immer noch nicht Gleichberechtigt;503;;;;2;99999998;4;99999998;0;;;;;;;;;Damit die finanzielle Sicherheit der Firmen nicht gefährdet wird.;201;;;;Damit die Firmen nicht auswandern;201;;;;8;8;5;5;5;8;8;8;8;98;98;5;8;8;2;8;4;5;2;3;1;5;2;1;1;2;2;4;2;2;8;1;1;1;1;3;1;8;1;4;3;2;2;4;1;1;1;1;1;0;0;0;1;1;1;0;0;0;2;2;3;2;2;10;10;10;8;8;3;3;8;8;3;0;0;0;5;0;2;0;0;8;0;10;0;10;3;1;10;9;1;1;1;2;2;32;7;3;32;22;1;1;99999998;99999998;2;2;2;0.887378542;0.88883742;0;1;3;6;;;;;;
291;15919;2.02511E+15;1969;;;;2;2;2;0;0;0;0;1;0;0;1;0;0;0;1;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;;99999998;99999998;99999998;99999998;99999998;;;;;;;;;;;;;;;;;;;4;2;3;98;3;3;4;5;1;5;1;0;1;1;0;4;98;6;4;2;4;1;1;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;2;3;1;1;4;1;0;0;0;0;0;0;1;0;0;1;0;0;0;98;98;98;98;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;7;1;1;1;1;1;2;32;3;99999998;33;10;3;2;32;3;8;2;1;1.73828445;1.73828202;0;1;2;2;;;;;;
