"","CODERESP","SECURITYID","BIRTHYEARR","CONTROL1","CONTROL3","CONTROL3@","S11","POLINT","PART","NONVOTE_01","NONVOTE_02","NONVOTE_03","NONVOTE_04","NONVOTE_05","NONVOTE_06","NONVOTE_07","NONVOTE_08","NONVOTE_09","NONVOTE_10","NONVOTE_98","PARTY15","VOTE1","VOTE1A","VOTE1B","VOTE1C","IMPORTANCE1","REASON1ACC1","REASON1ACC1_01","REASON1ACC1_02","REASON1ACC1_03","REASON1ACC1_04","REASON1ACC1_05","REASON1ACC1_06","REASON2ACC1","REASON2ACC1_01","REASON2ACC1_02","REASON2ACC1_03","REASON2ACC1_04","REASON2ACC1_05","REASON2ACC1_06","REASON1DEN1","REASON1DEN1_01","REASON1DEN1_02","REASON1DEN1_03","REASON1DEN1_04","REASON2DEN1","REASON2DEN1_01","REASON2DEN1_02","REASON2DEN1_03","REASON2DEN1_04","REASON2DEN1_05","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","TRUST_7","TRUST_8","TRUST_9","TRUST_10","TRUST_16","TRUST_23","TRUST_55","LRSP","VALUE1","VALUE3","VALUE5","VALUE8","VALUE10","VALUE11","VALUE13","VALUE17","DIFFICUL1","DECTIME1","ARGU1_1","ARGU1_2","ARGU1_3","ARGU1_4","ARGU1_5","ARGU1_6","ONLINE","MEDIAUSE_1","MEDIAUSE_2","MEDIAUSE_3","MEDIAUSE_4","MEDIAUSE_5","MEDIAUSE_6","MEDIAUSE_7","MEDIAUSE_8","MEDIAUSE_9","MEDIAUSE_10","MEDIAUSE_11","MEDIAUSE_12","MEDIAUSE_13","MEDIAUSE_14","MEDIAUSE_15","MEDIAUSE2_1","MEDIAUSE2_2","MEDIAUSE2_3","MEDIAUSE2_4","MEDIAUSE2_5","MEDIAUSE2_6","MEDIAUSE2_7","MEDIAUSE2_8","DISCUS","VOTEWIE","PART2","MEDKONS_1","MEDKONS_2","MEDKONS_3","MEDKONS_4","MEDKONS_5","MEDKONS_6","MEDKONS_7","MEDKONS_8","MEDKONS_9","MEDKONS_10","MEDKONS_11","MEDKONS_12","MEDNR_1","MEDNR_2","MEDNR_3","MEDNR_4","MEDNR_5","MEDNR_6","MEDNR_7","MEDNR_8","MEDNR_9","MEDNR_10","MEDNR_11","MEDNR_12","MEDNR_13","MEDNR_14","MEDNR_15","MEDNR_16","MEDNR_17","MEDNR_18","MEDNR_19","MEDNR_20","MEDNR_21","MEDNR_22","MEDNR_23","MEDNR_24","MEDNR_25","MEDNR_26","MEDNR_27","MEDNR_28","MEDNR_29","MEDNR_30","MEDNR_31","MEDNR_32","MEDNR_33","MEDNR_34","MEDHAUPT","PARTYA","CITIZENREPA","ORIGINPARENTS","CONFESSD","CONFESSR","CULT","EDUC","ACTI","ACTIPREV","S17JOBPOSITION","WORKLOAD","S17SECTOR","MAINEARNER","EDUCMAIN","ACTIMAIN","INCOME","INCOMEPRECARIAT","HABITAT","GEWVORL1","UNUSED"
"3359",17037,"20250209.75674.243",2000,"","","",1,4,2,"0","0","0","0","0","0","0","0","0","0","1",8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,7,1,2,1,9,1,5,4,5,5,0,5,4,3,2,3,4,3,2,8,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,2,2,2,2,1,4,2,3,4,1,5,5,"0","","","0","0","","",0,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",0,"",0,0,0,"98","8",1,1,8,"","",33,6,"4","",98,"",4,"51","3",12,1,2,"1.07063120125429",0
"3360",17039,"20250209.79372.243",2002,"","","",2,4,2,"0","0","0","0","0","1","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,1,0,0,0,5,5,0,5,1,5,1,3,98,9,9,9,4,9,6,1,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,1,1,1,1,1,1,3,1,1,1,3,3,"0","","","0","0","","",0,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",0,"",0,0,0,"12","18",1,8,8,"","",52,98,"","",98,"",8,"","",98,3,8,"1.23970144849555",0
"3361",17042,"20250209.82282.243",1947,"","","",2,2,1,"","","","","","","","","","","",5,"1","4","","","10","Inquiétude face aux conséquences du changement climatique","305","","","","","","","999","","","","","","","","","","","","","","","","",3,3,3,5,3,10,3,9,8,9,2,2,9,3,2,2,2,2,2,4,4,1,"1","1","1","1","1","2","3","3","2","10","10","8","0","0","0","0","0","8","0","0","0","0","0","0","5","5","0","0","0","0","0","0","3","1",10,4,98,3,1,1,1,4,5,5,3,1,1,"0","","","0","2","","",4,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",5,"",0,5,0,"8","5",1,1,2,"","",32,7,"1","12",10,"1",2,"52","7",6,1,2,"0.785610344997219",0
"3362",17046,"20250209.82426.243",1980,"","","",1,8,8,"","","","","","","","","","","",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,98,9,9,9,5,9,9,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,"98","","","98","98","","",98,98,"","","","","","98","","","","98","","98","98","98","","",98,"","","",98,"",98,98,98,"","18",9,8,8,"","",98,98,"","",98,"",8,"","",98,8,8,"",1
"3363",17050,"20250209.81908.243",1982,"","","",1,3,2,"0","0","0","0","0","1","0","1","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,9,7,4,7,8,7,7,8,7,7,6,7,6,2,3,2,3,2,2,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,1,1,1,2,1,5,1,4,1,1,4,1,"0","","","0","0","","",0,0,"","","","","","0","","","","0","","0","0","0","","",2,"","","",0,"",0,1,0,"6","18",1,2,2,"","",52,3,"","33",10,"1",1,"","",7,2,2,"0.968194412913396",0
"3364",17052,"20250209.70708.243",1969,"","","",2,3,2,"0","0","0","1","0","0","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,10,98,6,98,10,98,4,6,5,3,98,98,6,3,5,2,2,2,2,3,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,1,2,3,2,98,98,98,98,3,2,5,3,"0","","","0","0","","",1,2,"","","","","","1","","","","0","","0","1","0","","",1,"","","",3,"",1,1,5,"11","15",2,2,2,"","",33,3,"","33",10,"1",1,"","",6,3,2,"0.880720183376183",0
"3365",17055,"20250209.83872.243",1954,"","","",1,2,1,"","","","","","","","","","","",16,"2","","4","","2","","","","","","","","","","","","","","","","999","","","","","999","","","","",7,5,4,6,5,6,7,2,5,3,5,5,1,6,2,3,3,2,4,2,1,4,"1","1","1","2","2","1","1","2","3","6","5","0","5","1","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","5","0","6","4","1",10,5,4,1,1,1,5,1,5,5,5,1,1,"0","","","0","0","","",5,0,"","","","","","0","","","","0","","0","5","0","","",3,"","","",5,"",0,5,4,"98","16",1,1,1,"1","1",33,7,"3","31",10,"1",1,"","",12,1,2,"0.815639869566605",0
"3366",17056,"20250209.77179.243",2003,"","","",2,4,2,"0","0","0","0","0","0","0","0","0","0","1",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,98,98,2,98,5,98,5,5,98,5,5,98,5,4,1,9,9,1,9,1,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,1,1,1,1,1,2,1,1,1,1,4,2,"0","","","0","0","","",0,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",0,"",0,0,0,"11","18",1,1,1,"2","1",32,3,"","33",10,"1",8,"","",4,3,8,"1.23970144849555",0
"3367",17059,"20250209.87463.243",2002,"","","",2,4,2,"0","1","0","0","0","0","0","0","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,5,5,5,7,5,5,5,5,5,7,5,2,1,1,9,1,2,9,9,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,4,2,1,1,1,2,1,1,2,2,5,1,"0","","","1","0","","",0,1,"","","","","","0","","","","0","","0","0","0","","",0,"","","",1,"",0,0,0,"11","2",1,2,1,"5","2",32,4,"","",10,"",4,"32","3",4,3,2,"1.24044233554096",0
"3368",17061,"20250209.89271.243",1972,"","","",2,3,2,"1","0","0","0","0","0","0","1","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,5,5,3,5,5,5,5,9,2,8,2,0,8,3,8,6,3,4,3,8,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,1,2,1,1,1,2,1,2,5,5,4,2,"0","","","0","0","","",0,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",5,"",1,0,2,"9","1",1,1,1,"1","3",32,3,"","33",22,"3",2,"32","3",7,1,2,"1.00918803412711",0
"3369",17062,"20250209.77613.243",1959,"","","",2,2,1,"","","","","","","","","","","",4,"2","","4","","5","","","","","","","","","","","","","","","Trop de contraintes","401","405","","","","999","","","","",3,7,6,0,3,98,6,98,98,0,10,5,0,7,4,4,2,5,4,3,2,6,"1","1","2","1","2","1","1","1","3","5","3","6","3","3","2","0","4","4","0","0","0","0","0","2","1","0","2","0","0","5","0","6","4","1",10,5,2,3,1,1,2,1,5,5,2,1,1,"0","","","1","0","","",98,1,"","","","","","0","","","","0","","0","0","0","","",0,"","","",5,"",0,0,5,"9","4",1,1,1,"2","2",22,7,"2","",10,"",2,"32","7",3,2,1,"0.663040383924203",0
"3370",17063,"20250209.85923.243",1946,"","","",1,2,2,"1","0","0","1","0","0","0","0","0","0","0",8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,6,5,5,3,9,7,6,5,4,1,2,1,2,2,3,3,8,3,4,4,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,5,3,3,1,3,4,2,3,5,2,1,3,"0","","","0","5","","",5,0,"","","","","","0","","","","0","","0","0","4","","",0,"","","",5,"",1,2,1,"98","16",1,1,1,"2","2",52,7,"98","",10,"",1,"","",9,2,2,"1.14628977715424",0
"3371",17065,"20250209.71029.243",1945,"","","",1,3,2,"0","0","0","0","0","0","1","0","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,8,6,6,6,6,7,6,7,7,7,7,8,5,2,3,4,3,3,4,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,5,98,98,3,98,98,98,5,5,5,98,98,"98","","","98","98","","",5,98,"","","","","","1","","","","98","","98","98","98","","",98,"","","",5,"",98,5,98,"98","2",2,2,1,"2","4",32,7,"4","",10,"",1,"","",5,2,1,"1.24254510474469",0
"3372",17066,"20250209.75826.243",1963,"","","",2,3,2,"0","0","0","0","0","0","0","0","0","1","0",3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,3,1,3,1,1,2,3,3,2,2,4,0,8,3,3,5,3,2,3,3,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,2,2,1,1,1,2,3,1,4,5,5,1,"0","","","0","0","","",0,1,"","","","","","0","","","","0","","1","0","0","","",1,"","","",4,"",0,0,0,"9","1",1,1,2,"","",32,9,"2","",21,"",8,"","",3,2,2,"0.948356300567796",0
"3373",17067,"20250209.77798.243",1941,"","","",2,2,1,"","","","","","","","","","","",2,"1","4","","","9","Changement climatique","305","","","","","","","999","","","","","","","","","","","","","","","","",5,5,5,4,98,8,5,7,98,98,98,98,9,2,1,1,9,2,2,6,3,1,"8","1","1","1","1","2","3","2","2","10","10","10","10","98","98","98","98","8","98","98","98","98","98","98","98","98","98","98","98","5","98","5","1","1",10,5,98,98,98,98,98,98,5,5,98,98,98,"98","","","98","98","","",5,98,"","","","","","98","","","","98","","98","98","98","","",98,"","","",5,"",98,5,98,"8","2",1,1,2,"","",32,7,"3","32",10,"2",1,"","",6,2,2,"0.571074911040927",0
"3374",17068,"20250209.75616.243",1968,"","","",2,2,1,"","","","","","","","","","","",5,"1","4","","","7","Perte de la biodiversité galopante, extinction des espéces. La Suisse est mauvaise elève et devrait faire plus.","303","302","200","400","","","la croissance toujours - mais à quel prix? Chacun, chacune doit réduire sa consommation sinon il ne restera bientôt plus de bases vvitales.","301","304","","","","","","","","","","","","","","","",2,4,3,3,3,7,2,7,7,8,2,8,8,2,2,1,1,1,4,6,4,1,"1","1","2","1","1","2","4","4","3","7","4","0","2","2","0","0","6","0","2","0","0","3","0","0","2","2","0","0","5","5","0","3","3","1",10,4,2,3,2,2,5,3,3,1,4,2,3,"0","","","1","0","","",5,1,"","","","","","1","","","","1","","0","1","0","","",1,"","","",1,"",0,2,2,"6","5",1,1,2,"","",40,3,"","33",10,"1",1,"","",7,1,2,"0.533289036181538",0
"3375",17073,"20250209.76122.243",1967,"","","",1,4,1,"","","","","","","","","","","",16,"8","","","","98","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,0,10,10,5,0,10,98,98,98,0,98,9,9,9,9,9,9,9,9,"8","8","8","8","8","8","8","8","8","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","8","8",98,98,98,98,98,98,98,98,98,98,98,98,98,"98","","","98","98","","",98,98,"","","","","","98","","","","98","","98","98","98","","",98,"","","",98,"",98,98,98,"","16",1,1,2,"","",98,98,"","",98,"",8,"","",98,8,8,"0.417269323547946",0
"3376",17076,"20250209.70525.243",1984,"","","",2,4,2,"0","0","0","0","0","0","0","1","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,5,5,5,5,5,8,5,5,7,8,5,98,1,1,3,1,1,6,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,2,3,1,2,1,1,1,5,5,5,5,1,"0","","","0","98","","",0,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",5,"",0,5,5,"8","2",2,1,1,"2","2",52,3,"","32",21,"2",1,"","",5,2,1,"0.816380362380149",0
"3377",17077,"20250209.88325.243",1963,"","","",2,2,1,"","","","","","","","","","","",1,"8","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,2,0,0,3,2,1,98,98,5,1,0,8,5,8,8,6,8,4,3,3,"8","3","2","3","4","4","2","2","2","7","7","7","7","7","7","7","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","6","8","1",8,2,4,1,1,1,1,1,5,5,5,1,1,"0","","","0","0","","",3,4,"","","","","","2","","","","0","","98","98","0","","",4,"","","",5,"",0,0,0,"9","16",1,1,1,"2","2",98,98,"","",98,"",2,"32","7",4,3,2,"0.367292786410673",0
"3378",17079,"20250209.81543.243",1985,"","","",1,3,1,"","","","","","","","","","","",17,"2","","4","","6","","","","","","","","","","","","","","","pas assez clair, trop buteau","404","","","","","999","","","","",8,8,6,6,5,10,8,6,6,0,10,5,0,8,3,5,3,5,2,2,1,5,"2","1","3","2","2","2","2","1","3","2","8","2","8","2","8","0","0","0","0","8","0","0","0","0","7","98","98","98","98","98","0","7","3","1",8,2,2,2,2,1,1,1,5,1,1,1,1,"0","","","0","0","","",1,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",0,"",0,0,5,"8","4",1,1,1,"2","2",52,3,"","33",10,"2",1,"","",10,1,2,"0.568554616536544",0
"3379",17080,"20250209.88426.243",1994,"","","",2,4,2,"0","0","0","1","0","0","0","0","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,8,98,3,4,4,6,98,4,5,8,6,6,6,5,2,4,6,3,4,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,1,1,1,1,1,1,2,3,2,2,5,1,"0","","","0","0","","",1,0,"","","","","","0","","","","0","","0","0","0","","",0,"","","",1,"",0,0,1,"8","1",1,1,1,"2","2",32,1,"","12",10,"1",8,"","",4,1,1,"0.83864690203295",0
"3380",17083,"20250209.78645.243",1962,"","","",2,4,2,"0","0","0","0","0","0","0","0","0","0","1",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,98,9,9,3,9,9,9,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,"98","98","98","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,98,98,"","18",1,8,8,"","",98,98,"","",98,"",8,"","",98,8,8,"1.67682043610135",0
"3381",17085,"20250209.73149.243",1975,"","","",1,2,1,"","","","","","","","","","","",4,"1","4","","","5","negative Umweltveränderungen","300","","","","","","Druck auf Netzausbau, Unterstützung Solarbranche","100","","","","","","","","","","","","","","","","",7,6,2,8,5,8,8,4,4,6,5,5,9,98,2,1,5,4,5,1,4,2,"8","8","1","1","2","2","2","2","3","1","1","1","10","0","0","1","1","0","0","0","0","0","0","0","6","2","1","1","6","7","2","7","5","1",9,5,2,1,2,2,5,3,2,1,2,1,1,"0","1","5","","","","",1,0,"0","0","1","0","0","","","","","0","0","","","","","",0,"1","5","0",0,"0",1,1,1,"98","16",1,1,1,"1","6",52,3,"","32",10,"3",3,"","",9,1,2,"0.432006725824867",0
"3382",17088,"20250209.85664.243",1998,"","","",2,3,1,"","","","","","","","","","","",2,"1","4","","","5","Die Zeit drängt","200","","","","","","Globale Gerechtigkeit","100","","","","","","","","","","","","","","","","",8,8,5,5,5,8,5,7,5,6,5,5,5,3,2,3,8,1,2,5,4,4,"2","2","1","1","1","3","8","3","1","0","0","0","6","5","0","0","7","0","5","0","0","0","7","0","9","6","5","4","5","5","7","9","5","2",8,1,2,1,1,1,4,1,3,3,3,5,2,"0","0","0","","","","",2,1,"0","0","0","0","0","","","","","0","0","","","","","",4,"0","0","0",2,"0",1,2,0,"11","2",1,1,1,"1","2",32,9,"3","98",10,"1",8,"","",3,3,1,"0.680945531366142",0
"3383",17090,"20250209.86647.243",1971,"","","",1,2,1,"","","","","","","","","","","",4,"2","","4","","8","","","","","","","","","","","","","","","","999","","","","","999","","","","",7,3,1,2,0,9,2,0,0,0,0,0,0,4,2,3,4,2,2,1,5,4,"1","1","2","1","2","8","1","2","2","9","0","6","9","0","0","0","0","0","0","0","0","0","9","0","7","0","0","0","0","8","0","9","4","1",10,5,2,1,1,1,4,4,5,5,5,1,1,"0","5","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"3","2","0",0,"4",4,1,4,"98","4",2,2,1,"2","1",60,3,"","31",10,"2",1,"","",14,1,2,"0.895248707108289",0
"3384",17092,"20250209.87273.243",1959,"","","",1,1,1,"","","","","","","","","","","",1,"2","","4","","10","","","","","","","","","","","","","","","Wirtschftsfeindlich. Zuviele persönliche Einschränkungen. Utopisch.","300","401","405","","Nicht zielführend im Interesse des Landes.","401","","","","",3,6,4,3,3,9,3,3,3,3,3,4,0,8,3,6,6,1,6,1,1,4,"1","1","2","4","4","1","1","1","1","10","0","10","6","0","0","0","0","0","6","0","0","0","6","10","8","0","0","0","5","5","0","10","1","2",9,3,1,1,1,5,5,5,1,5,5,1,5,"0","3","0","","","","",4,0,"0","0","0","0","0","","","","","2","5","","","","","",0,"5","0","0",3,"2",5,0,0,"6","1",1,2,2,"","",51,1,"","12",22,"1",1,"","",8,1,2,"0.833665185587997",0
"3385",17093,"20250209.85242.243",1991,"","","",1,2,1,"","","","","","","","","","","",17,"2","","4","","10","","","","","","","","","","","","","","","Wir haben schon sehr viele Massnahmen in der Schweiz welche die Umweltverantwortung berücksichtigen.","200","","","","Die starken Einschränkungen, welche die Vorlage zur Folge gehabt hätte.","405","","","","",10,5,7,5,4,9,6,5,5,5,5,6,1,8,4,6,6,1,6,1,1,6,"1","1","3","2","1","2","1","1","1","7","0","4","10","0","7","0","6","0","0","0","0","6","0","0","1","4","0","0","1","5","1","9","5","1",10,5,5,1,1,1,5,2,3,3,1,2,2,"1","2","5","","","","",2,2,"0","0","0","0","0","","","","","2","1","","","","","",2,"2","5","0",3,"2",0,3,0,"6","1",1,2,1,"1","2",52,3,"","33",10,"1",1,"","",12,1,1,"1.00279794190352",0
"3386",17096,"20250209.70539.243",1959,"","","",1,3,1,"","","","","","","","","","","",1,"2","","8","","10","","","","","","","","","","","","","","","irréaliste","403","","","","","999","","","","",5,98,1,0,5,1,4,1,4,0,6,0,0,7,6,4,4,6,5,3,1,5,"1","2","2","1","2","3","2","1","2","5","1","0","8","3","0","0","2","0","0","1","0","1","0","0","1","1","1","1","1","0","0","5","2","2",7,1,4,1,2,1,2,1,1,3,1,4,1,"0","","","0","98","","",98,4,"","","","","","2","","","","0","","0","0","98","","",98,"","","",5,"",0,0,0,"2","1",1,1,1,"2","2",32,7,"3","33",10,"1",1,"","",3,2,2,"0.578661744850046",0
"3387",17097,"20250209.75587.243",1996,"","","",2,2,1,"","","","","","","","","","","",99,"2","","4","","98","","","","","","","","","","","","","","","","999","","","","","999","","","","",6,5,5,5,5,10,5,2,5,5,2,10,2,98,8,8,8,8,8,2,1,1,"8","1","1","8","3","2","2","2","3","2","0","5","5","5","0","0","2","5","0","0","2","0","0","5","5","1","2","0","1","5","0","5","8","1",10,3,2,1,1,1,2,1,1,2,2,2,1,"0","","","1","1","","",0,1,"","","","","","0","","","","0","","0","0","0","","",1,"","","",1,"",0,0,0,"98","16",1,1,2,"","",52,6,"3","33",21,"1",8,"","",98,2,1,"0.897457117695096",0
"3388",17098,"20250209.89875.243",1952,"","","",2,3,2,"1","0","0","0","0","0","0","0","0","0","0",12,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,3,1,3,98,4,98,98,98,98,8,3,1,98,4,5,4,6,4,2,1,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9,1,2,1,1,1,1,1,1,4,4,3,1,"98","","","98","98","","",98,98,"","","","","","98","","","","98","","98","98","98","","",98,"","","",98,"",98,98,98,"8","12",1,1,1,"1","6",32,7,"3","33",23,"1",2,"32","7",3,2,2,"1.37260057412098",0
"3389",17100,"20250209.75775.243",2004,"","","",1,2,2,"0","0","0","0","0","0","0","1","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,7,4,7,3,8,5,7,6,9,5,7,8,0,5,2,1,1,1,1,1,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,1,2,1,2,1,4,1,1,2,3,4,1,"0","","","2","2","","",0,1,"","","","","","0","","","","0","","0","2","2","","",0,"","","",3,"",0,0,0,"11","2",1,2,2,"","",52,6,"6","",21,"",4,"52","5",2,1,1,"1.38965628559071",0
"3390",17102,"20250209.81507.243",1950,"","","",2,3,2,"0","1","0","0","0","0","0","0","0","0","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,2,0,0,0,0,2,3,0,10,10,0,98,5,6,1,6,8,1,1,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,1,4,1,4,1,1,1,4,4,1,1,1,"0","","","0","0","","",0,5,"","","","","","5","","","","98","","0","0","0","","",0,"","","",5,"",0,0,5,"2","1",1,1,1,"2","2",21,9,"3","33",23,"8",8,"","",4,3,1,"2.59475052664046",0
"3391",17104,"20250209.85493.243",1956,"","","",1,3,1,"","","","","","","","","","","",2,"2","","3","","5","","","","","","","","","","","","","","","","999","","","","","999","","","","",6,6,5,7,6,7,6,9,9,7,7,6,5,5,4,6,8,5,6,6,4,6,"2","2","3","1","3","3","3","3","3","8","8","8","7","7","2","2","4","6","2","0","1","1","2","1","1","1","1","1","6","1","1","6","2","2",10,2,4,2,3,2,2,2,4,4,3,2,3,"0","","","0","0","","",5,5,"","","","","","1","","","","0","","0","0","0","","",5,"","","",5,"",0,5,5,"2","2",1,1,2,"","",21,4,"","",10,"",1,"","",5,2,1,"0.576213108771176",0
"3392",17108,"20250209.74552.243",1965,"","","",1,2,1,"","","","","","","","","","","",1,"2","","4","","1","","","","","","","","","","","","","","","","999","","","","","999","","","","",5,5,5,0,5,3,8,3,3,0,8,2,0,5,6,6,4,5,6,3,1,6,"1","3","3","3","4","4","2","4","1","5","1","0","7","2","3","0","0","10","2","1","0","0","1","1","0","1","2","1","2","1","1","5","5","2",10,3,1,3,1,1,1,1,2,3,1,1,2,"0","0","0","","","","",0,0,"0","2","0","0","0","","","","","0","0","","","","","",0,"0","0","0",1,"0",0,1,1,"98","1",1,1,1,"1","5",32,6,"1","11",10,"1",1,"","",6,1,2,"0.855265856871726",0
"3393",17113,"20250209.72896.243",1977,"","","",2,3,2,"0","0","0","0","1","0","0","0","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",3,2,0,8,2,5,2,98,98,3,8,8,5,98,3,3,5,5,2,5,2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,1,3,1,1,1,4,1,5,5,5,5,98,"0","","","0","0","","",1,1,"","","","","","0","","","","0","","0","2","0","","",2,"","","",5,"",5,0,5,"10","18",1,2,8,"","",32,3,"","32",21,"1",2,"33","3",11,3,1,"1.05586288052329",0
"3394",17117,"20250209.76865.243",1993,"","","",1,2,1,"","","","","","","","","","","",1,"2","","8","","1","","","","","","","","","","","","","","","","999","","","","","999","","","","",7,8,8,5,5,5,9,4,7,0,10,6,0,10,5,5,5,6,6,1,1,4,"1","1","3","4","4","2","1","2","3","8","6","7","7","4","1","4","0","4","0","7","6","0","6","4","3","3","2","3","3","4","2","8","3","1",8,1,4,1,1,1,4,1,4,3,1,2,2,"0","","","0","0","","",0,1,"","","","","","0","","","","0","","0","0","0","","",3,"","","",1,"",0,2,0,"2","1",1,1,2,"","",32,3,"","32",10,"1",8,"","",5,2,1,"0.980061339225215",0
"3395",17118,"20250209.79363.243",1966,"","","",2,2,1,"","","","","","","","","","","",17,"2","","4","","5","","","","","","","","","","","","","","","trop stricte","401","","","","","999","","","","",6,6,2,0,2,5,5,3,5,4,5,5,1,9,5,5,5,5,6,1,1,2,"1","1","2","2","2","1","1","2","3","0","4","1","1","0","0","0","5","0","0","0","0","0","0","0","4","0","0","0","0","0","0","3","4","1",10,3,4,1,1,1,3,1,3,4,1,1,1,"0","","","0","0","","",0,3,"","","","","","0","","","","0","","0","1","1","","",2,"","","",5,"",0,2,0,"2","1",1,1,2,"","",32,3,"","33",10,"1",3,"","",98,2,2,"0.559768909307137",0
"3396",17119,"20250209.84659.243",1995,"","","",8,8,8,"","","","","","","","","","","",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,98,0,98,0,98,98,98,98,0,10,98,98,98,9,9,9,9,9,9,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,"98","","","98","98","","",98,98,"","","","","","98","","","","98","","98","98","98","","",98,"","","",98,"",98,98,98,"","18",9,8,8,"","",98,98,"","",98,"",8,"","",98,8,8,"1.07306772069305",0
"3397",17121,"20250209.88027.243",1980,"","","",2,3,2,"0","0","1","0","0","0","0","0","0","0","0",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,5,5,5,5,5,5,5,5,5,7,3,5,2,1,4,5,3,4,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,1,1,1,1,1,1,1,1,2,2,4,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"1",0,0,0,"11","1",1,1,2,"","",32,3,"","98",10,"1",3,"","",11,2,1,"1.67785527454449",0
