"","CODERESP","SECURITYID","BIRTHYEARR","CONTROL1","CONTROL3","CONTROL3@","S11","POLINT","PART","NONVOTE_01","NONVOTE_02","NONVOTE_03","NONVOTE_04","NONVOTE_05","NONVOTE_06","NONVOTE_07","NONVOTE_08","NONVOTE_09","NONVOTE_10","NONVOTE_98","PARTY15","VOTE1","VOTE1A","VOTE1B","VOTE1C","IMPORTANCE1","REASON1ACC1","REASON1ACC1_01","REASON1ACC1_02","REASON1ACC1_03","REASON1ACC1_04","REASON1ACC1_05","REASON1ACC1_06","REASON2ACC1","REASON2ACC1_01","REASON2ACC1_02","REASON2ACC1_03","REASON2ACC1_04","REASON2ACC1_05","REASON2ACC1_06","REASON1DEN1","REASON1DEN1_01","REASON1DEN1_02","REASON1DEN1_03","REASON1DEN1_04","REASON2DEN1","REASON2DEN1_01","REASON2DEN1_02","REASON2DEN1_03","REASON2DEN1_04","REASON2DEN1_05","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_6","TRUST_7","TRUST_8","TRUST_9","TRUST_10","TRUST_16","TRUST_23","TRUST_55","LRSP","VALUE1","VALUE3","VALUE5","VALUE8","VALUE10","VALUE11","VALUE13","VALUE17","DIFFICUL1","DECTIME1","ARGU1_1","ARGU1_2","ARGU1_3","ARGU1_4","ARGU1_5","ARGU1_6","ONLINE","MEDIAUSE_1","MEDIAUSE_2","MEDIAUSE_3","MEDIAUSE_4","MEDIAUSE_5","MEDIAUSE_6","MEDIAUSE_7","MEDIAUSE_8","MEDIAUSE_9","MEDIAUSE_10","MEDIAUSE_11","MEDIAUSE_12","MEDIAUSE_13","MEDIAUSE_14","MEDIAUSE_15","MEDIAUSE2_1","MEDIAUSE2_2","MEDIAUSE2_3","MEDIAUSE2_4","MEDIAUSE2_5","MEDIAUSE2_6","MEDIAUSE2_7","MEDIAUSE2_8","DISCUS","VOTEWIE","PART2","MEDKONS_1","MEDKONS_2","MEDKONS_3","MEDKONS_4","MEDKONS_5","MEDKONS_6","MEDKONS_7","MEDKONS_8","MEDKONS_9","MEDKONS_10","MEDKONS_11","MEDKONS_12","MEDNR_1","MEDNR_2","MEDNR_3","MEDNR_4","MEDNR_5","MEDNR_6","MEDNR_7","MEDNR_8","MEDNR_9","MEDNR_10","MEDNR_11","MEDNR_12","MEDNR_13","MEDNR_14","MEDNR_15","MEDNR_16","MEDNR_17","MEDNR_18","MEDNR_19","MEDNR_20","MEDNR_21","MEDNR_22","MEDNR_23","MEDNR_24","MEDNR_25","MEDNR_26","MEDNR_27","MEDNR_28","MEDNR_29","MEDNR_30","MEDNR_31","MEDNR_32","MEDNR_33","MEDNR_34","MEDHAUPT","PARTYA","CITIZENREPA","ORIGINPARENTS","CONFESSD","CONFESSR","CULT","EDUC","ACTI","ACTIPREV","S17JOBPOSITION","WORKLOAD","S17SECTOR","MAINEARNER","EDUCMAIN","ACTIMAIN","INCOME","INCOMEPRECARIAT","HABITAT","GEWVORL1","UNUSED"
"1",10000,"20250209.71405.243",1967,"","","",2,4,2,"0","1","0","0","1","0","0","0","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,1,3,3,3,3,2,3,2,2,3,3,1,98,2,5,5,8,5,2,2,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,4,1,1,1,1,5,1,5,4,3,5,1,"0","0","4","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",5,"0","0","0",4,"3",1,1,5,"8","16",1,1,1,"2","2",31,8,"3","32",23,"2",2,"51","7",98,1,2,"2.16424388643183",0
"2",10001,"20250209.73661.243",1939,"","","",2,2,1,"","","","","","","","","","","",16,"8","","","","98","","","","","","","","","","","","","","","","","","","","","","","","","",3,3,2,2,0,3,2,4,1,4,5,4,4,98,6,3,5,4,2,5,1,5,"2","8","8","1","1","4","2","3","2","2","0","5","1","1","7","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","1","3","1",10,1,1,1,1,1,1,1,1,4,4,1,1,"0","0","0","","","","",2,98,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",4,"4",4,0,0,"10","16",1,1,1,"1","1",32,7,"7","",10,"",4,"52","7",5,2,1,"0.757477260090412",0
"3",10003,"20250209.80041.243",1994,"","","",2,3,8,"","","","","","","","","","","",17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,3,3,2,0,3,2,3,2,5,5,0,5,6,9,8,1,6,6,9,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,1,1,1,1,1,1,1,1,2,2,3,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"11","18",2,2,2,"","",21,3,"","33",21,"8",2,"98","3",7,2,1,"1.45683710792794",0
"4",10005,"20250209.87838.243",1939,"","","",1,3,1,"","","","","","","","","","","",1,"2","","8","","5","","","","","","","","","","","","","","","","999","","","","","999","","","","",8,8,10,3,9,7,4,8,5,2,9,3,1,8,5,5,5,6,5,3,1,4,"2","1","4","3","4","1","1","1","2","8","2","7","10","7","5","5","0","4","0","0","0","0","0","0","0","0","5","0","0","0","4","8","4","2",10,5,1,1,1,1,1,1,3,5,3,1,1,"5","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",3,"3",0,0,0,"98","1",1,1,1,"2","6",32,7,"3","33",10,"1",1,"","",3,2,2,"0.988648941970038",0
"5",10008,"20250209.76622.243",1961,"","","",2,1,1,"","","","","","","","","","","",3,"2","","4","","3","","","","","","","","","","","","","","","war zu radikal","401","","","","Wirtschaft, Preisentwicklung allgemein","300","301","","","",8,8,5,5,5,8,8,5,5,5,5,5,3,6,2,4,6,1,6,2,3,3,"1","1","2","3","2","1","2","1","2","10","5","8","10","3","5","5","5","0","5","5","5","1","5","2","4","3","4","4","2","7","3","10","3","1",10,5,3,3,2,2,3,2,5,5,2,4,3,"0","0","0","","","","",5,1,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",5,"5",2,5,5,"98","3",1,1,1,"1","2",32,2,"","",22,"",2,"51","1",6,2,2,"0.511053219826459",0
"6",10009,"20250209.73263.243",2002,"","","",1,2,1,"","","","","","","","","","","",4,"2","","4","","5","","","","","","","","","","","","","","","","999","","","","","999","","","","",8,8,6,7,8,9,8,8,8,3,10,6,2,6,2,4,4,4,3,1,3,5,"1","1","3","3","2","2","2","2","1","0","0","0","3","0","0","0","0","0","0","0","0","10","0","0","4","1","2","3","0","5","2","10","5","1",8,1,1,1,1,1,1,1,4,2,1,5,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",3,"2",1,4,4,"8","4",1,1,1,"2","4",32,4,"","",10,"",4,"98","98",98,2,8,"1.02284339441127",0
"7",10011,"20250209.89365.243",1981,"","","",1,1,1,"","","","","","","","","","","",4,"2","","4","","5","","","","","","","","","","","","","","","Zu radikal !!! Die Schweiz  macht schon sehr viel.  Es wird  Zeit  das andere Länder  auch zu Verantwortung  gezogenen werden. Auch schwellen und Entwicklungs Länder !  Beispielsweise Abfallentsorgung und oder Abwasserreimigung!","200","401","202","","Wider einmal mehr eine Wohlstans Abstimmung.  Der Schweiz geht es zu gut, dass wir  über so was abstimmen dürfen. Hätte die Schweiz zu wenig zu essen während es den Jungen Grünen nie in den Sinn gekommen  so eine Abstimmung zu machen.","100","","","","",8,7,7,7,2,3,8,7,10,0,10,0,0,2,4,4,4,6,4,1,1,6,"1","1","8","8","4","1","1","1","3","5","10","5","10","0","0","3","5","0","0","98","0","5","0","0","0","5","0","0","3","5","0","9","3","2",10,4,2,2,4,4,3,3,5,5,4,3,1,"0","3","2","","","","",5,0,"0","0","3","4","0","","","","","5","5","","","","","",1,"1","1","0",5,"5",4,5,5,"98","5",1,1,1,"2","6",51,1,"","12",10,"1",8,"","",98,3,1,"0.501602747738173",0
"8",10012,"20250209.70717.243",1981,"","","",1,3,1,"","","","","","","","","","","",1,"2","","4","","5","","","","","","","","","","","","","","","","999","","","","","999","","","","",5,5,5,5,6,5,6,5,8,5,8,8,3,7,5,4,3,5,4,3,3,4,"1","1","8","8","8","4","8","8","2","5","5","5","4","4","4","3","5","7","3","7","1","6","3","4","5","5","5","5","5","5","5","5","3","2",7,98,98,5,5,98,98,98,98,98,98,98,98,"4","3","3","","","","",3,4,"3","3","4","4","3","","","","","4","3","","","","","",3,"4","4","3",3,"4",5,5,3,"98","1",1,1,1,"2","4",33,1,"","12",10,"1",1,"","",8,1,2,"0.58831006662154",0
"9",10014,"20250209.84864.243",1953,"","","",2,3,2,"0","1","0","0","0","0","1","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10,5,0,5,5,5,7,7,5,5,8,8,0,5,9,3,3,6,3,3,1,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,4,2,1,1,1,5,2,5,3,1,5,1,"0","0","0","","","","",2,1,"0","0","0","0","0","","","","","0","0","","","","","",5,"0","1","0",2,"3",0,5,2,"9","18",1,1,1,"2","2",21,7,"2","",10,"",1,"","",1,2,1,"2.49625123157601",0
"10",10017,"20250209.85568.243",1985,"","","",2,2,1,"","","","","","","","","","","",4,"2","","8","","5","","","","","","","","","","","","","","","Zu extrem, zu hohe Kosten, steigende Lebenskosten, sehr einschränkende Gesetze für Nahrungsmittel hersteller, förderung der ausländischen Lebensmittel","401","301","405","","","999","","","","",5,4,3,5,1,7,5,5,3,5,5,5,1,5,5,2,4,6,5,4,3,5,"2","3","2","1","2","1","1","1","3","5","2","5","5","5","0","2","0","5","0","0","5","0","0","0","5","5","3","5","5","8","2","5","3","2",6,3,3,1,3,1,4,1,5,4,3,4,1,"2","0","0","","","","",0,2,"0","0","0","0","2","","","","","0","0","","","","","",2,"0","0","0",2,"2",0,2,2,"8","4",1,1,1,"2","4",40,3,"","33",23,"3",2,"32","3",6,1,2,"0.654438132888059",0
"11",10019,"20250209.78852.243",1989,"","","",2,8,8,"","","","","","","","","","","",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,98,9,9,9,9,9,9,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,"98","98","98","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,98,98,"","18",1,1,8,"","",98,98,"","",98,"",8,"","",98,8,8,"",1
"12",10020,"20250209.82723.243",1943,"","","",2,2,1,"","","","","","","","","","","",99,"3","","","8","4","","","","","","","","","","","","","","","","","","","","","","","","","",98,9,98,5,98,7,98,7,98,6,9,9,5,98,2,9,9,6,9,9,2,8,"2","2","3","8","4","8","2","8","2","4","98","98","6","0","98","1","0","2","98","98","98","0","98","0","98","98","98","98","98","98","98","2","8","2",10,2,1,3,1,1,98,98,98,3,98,1,98,"98","98","98","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,98,98,"98","1",1,8,8,"","",33,7,"98","",10,"",8,"","",98,8,2,"0.789110144951362",0
"13",10021,"20250209.74391.243",1968,"","","",1,2,1,"","","","","","","","","","","",4,"2","","4","","10","","","","","","","","","","","","","","","Nicht umsetzbar","403","","","","Zu extrem","401","","","","",7,8,4,5,5,8,6,5,6,5,8,5,0,5,6,4,5,6,6,4,1,5,"1","1","2","2","2","4","1","1","3","6","4","7","4","3","5","2","6","8","2","0","0","0","0","6","4","0","0","0","0","5","0","8","2","1",9,5,1,5,3,1,5,1,5,4,3,4,1,"5","0","0","","","","",5,5,"0","0","0","1","0","","","","","0","0","","","","","",4,"0","0","0",2,"1",5,5,5,"8","4",1,1,1,"2","5",32,3,"","32",10,"2",1,"","",7,1,1,"0.6479732649758",0
"14",10023,"20250209.88673.243",1984,"","","",2,3,1,"","","","","","","","","","","",16,"2","","1","","3","","","","","","","","","","","","","","","","998","","","","","999","","","","",1,98,98,0,2,5,2,3,98,4,3,5,98,7,4,4,3,2,4,4,3,6,"2","8","2","2","2","8","8","2","1","0","0","0","8","0","0","0","3","0","0","0","8","2","4","2","3","0","4","0","98","0","0","3","4","1",10,1,1,1,1,1,4,1,1,1,1,5,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"11","16",1,1,2,"","",32,98,"","",22,"",8,"","",98,2,1,"0.623178432113506",0
"15",10024,"20250209.76692.243",1994,"","","",1,2,1,"","","","","","","","","","","",17,"2","","4","","5","","","","","","","","","","","","","","","Unklare Angaben wie die Vorlage umgesetzt werden soll. Es machte auf mich den Eindruck, die Vorlage sei nicht durchdacht und es gibt keinen Plan, wie die Ziele erreicht werden sollen.","404","","","","Die Vorlage war zu radikal.","401","","","","",8,7,6,8,5,10,9,6,5,6,6,5,3,4,2,3,2,3,2,3,3,5,"1","3","2","2","2","1","2","2","1","6","0","0","7","0","0","0","6","0","0","0","0","0","0","2","6","5","1","0","3","8","2","10","3","2",8,3,2,2,1,2,5,2,4,3,3,5,1,"0","0","0","","","","",4,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,2,1,"6","4",1,1,1,"1","2",52,3,"","33",10,"1",8,"","",7,1,1,"0.855001863173245",0
"16",10026,"20250209.76926.243",1995,"","","",2,8,2,"0","0","0","1","0","0","0","0","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,8,6,8,1,8,8,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,1,1,1,1,1,1,1,1,1,1,5,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"0",0,0,0,"11","18",1,1,2,"","",52,9,"3","32",10,"1",1,"","",1,3,7,"1.87948455518225",0
"17",10027,"20250209.83091.243",1966,"","","",2,2,1,"","","","","","","","","","","",99,"2","","4","","10","","","","","","","","","","","","","","","Preis! nicht mehr höher, weniger Arbeit keine Lohnerhöhung","300","301","","","","999","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,6,6,6,1,1,6,"1","2","8","8","8","8","8","4","1","10","10","98","10","10","98","10","98","98","10","98","98","98","10","98","5","98","5","98","10","10","98","98","2","2",98,4,98,98,4,98,98,98,4,98,4,98,98,"5","98","5","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",5,"98",5,5,5,"98","1",1,1,1,"2","6",32,8,"98","",21,"",2,"32","3",7,2,1,"0.634870478048672",0
"18",10028,"20250209.86712.243",1969,"","","",1,2,1,"","","","","","","","","","","",16,"1","4","","","5","","999","","","","","","","999","","","","","","","","","","","","","","","","",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,4,4,2,2,2,"8","8","8","8","8","8","8","8","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","1",10,4,4,4,4,4,4,4,4,4,4,4,4,"5","5","5","","","","",5,5,"5","5","5","5","5","","","","","5","5","","","","","",5,"5","5","5",5,"5",5,5,5,"9","16",1,1,1,"2","4",32,3,"","33",10,"1",1,"","",98,8,8,"0.741931468862682",0
"19",10029,"20250209.74454.243",1999,"","","",1,4,2,"0","1","0","0","0","0","0","0","0","0","0",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8,8,7,6,6,8,4,5,8,3,7,8,1,98,9,8,5,5,9,2,2,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,2,3,2,1,5,1,2,1,1,1,5,98,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","1","1","","","","","",0,"0","0","0",0,"0",0,0,0,"7","1",1,1,2,"","",32,3,"","33",10,"1",1,"","",6,3,2,"1.34574997280453",0
"20",10030,"20250209.88745.243",1966,"","","",1,4,2,"0","0","0","0","0","0","0","0","0","0","1",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,98,9,9,9,9,9,1,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,98,98,98,98,98,98,98,98,98,98,98,"98","98","98","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,98,98,"","18",9,8,1,"2","9",98,98,"","",98,"",8,"","",98,8,8,"1.89208561993306",0
"21",10031,"20250209.78729.243",1963,"","","",2,2,1,"","","","","","","","","","","",17,"2","","4","","4","","","","","","","","","","","","","","","Ich bin der Meinung, dass der Bund für den Umweltschutz bereits genug tut, bzw. in die Wege leiten wird.","200","","","","","999","","","","",7,7,5,5,5,7,7,3,5,5,5,5,0,5,4,4,4,4,3,4,2,4,"1","1","2","3","2","1","2","2","2","7","0","0","0","0","0","0","5","0","5","0","0","0","0","0","3","3","0","0","0","5","0","7","3","1",10,5,2,1,2,1,3,1,1,3,5,1,1,"0","0","0","","","","",5,1,"0","0","0","0","0","","","","","0","0","","","","","",1,"1","0","0",1,"1",0,0,1,"98","4",1,1,1,"2","2",51,9,"3","32",22,"1",2,"32","1",7,1,1,"0.497517113171829",0
"22",10033,"20250209.77134.243",1993,"","","",1,2,2,"0","0","0","0","0","0","1","1","0","0","0",9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,7,4,5,5,8,8,6,5,5,5,4,4,5,2,3,3,2,2,5,4,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,1,1,2,1,2,5,2,4,3,4,5,2,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",0,"1",0,2,3,"6","9",1,1,1,"2","2",52,3,"","32",10,"1",1,"","",13,1,1,"1.45367536473212",0
"23",10036,"20250209.72836.243",1994,"","","",2,3,2,"0","0","0","1","0","0","0","0","0","0","0",16,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,3,5,0,0,3,3,2,6,0,5,5,0,5,3,1,3,4,5,2,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,1,4,3,1,1,4,1,1,2,2,5,3,"0","0","0","","","","",0,1,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",0,"0",0,0,0,"2","2",2,2,2,"","",32,3,"","98",10,"3",2,"97","98",5,3,1,"1.52525156563539",0
"24",10041,"20250209.71739.243",1985,"","","",1,3,2,"0","0","0","1","0","0","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,6,98,98,6,9,9,6,6,6,8,6,1,5,4,5,5,5,8,2,2,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,4,1,1,1,1,1,1,5,4,3,3,1,"3","0","0","","","","",0,3,"0","0","0","0","0","","","","","0","0","","","","","",1,"0","0","0",1,"1",1,2,0,"9","1",2,2,1,"5","3",51,3,"","33",10,"2",1,"","",10,2,1,"1.47156477278789",0
"25",10042,"20250209.83961.243",1987,"","","",2,3,2,"0","0","1","0","1","0","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,4,5,1,5,6,6,6,6,7,8,8,7,5,3,2,8,4,8,8,8,8,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6,2,4,2,2,2,4,2,3,3,3,3,1,"1","0","2","","","","",0,4,"0","0","0","0","0","","","","","0","0","","","","","",2,"0","0","0",2,"2",1,2,2,"2","18",1,2,8,"","",32,3,"","33",21,"2",1,"","",5,2,1,"1.09552041218962",0
"26",10043,"20250209.72709.243",1982,"","","",2,2,1,"","","","","","","","","","","",99,"1","4","","","6","","999","","","","","","","999","","","","","","","","","","","","","","","","",7,7,5,7,5,8,5,7,6,7,4,7,6,5,1,1,6,1,1,6,1,6,"1","1","8","3","1","3","3","3","1","2","2","0","0","0","2","0","0","0","0","2","0","0","10","0","5","5","0","0","0","5","5","7","3","1",10,1,4,1,2,3,5,2,5,5,1,1,2,"0","0","0","","","","",0,1,"0","0","1","0","0","","","","","0","0","","","","","",5,"0","0","5",5,"4",0,5,0,"9","4",1,1,2,"","",51,3,"","33",21,"1",2,"52","5",11,1,2,"0.525506837078179",0
"27",10045,"20250209.73298.243",1988,"","","",2,3,2,"0","0","0","1","0","0","0","0","0","0","0",2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,5,4,3,4,7,5,5,7,6,6,6,5,5,5,5,2,1,5,5,3,5,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,3,3,2,1,2,3,2,3,2,2,3,2,"0","0","1","","","","",0,2,"0","0","0","0","0","","","","","0","0","","","","","",2,"0","1","0",1,"1",1,1,0,"98","2",2,2,2,"","",52,1,"","11",10,"1",2,"52","1",6,2,2,"0.995159243069051",0
"28",10046,"20250209.78686.243",1959,"","","",2,2,1,"","","","","","","","","","","",2,"2","","8","","9","","","","","","","","","","","","","","","","999","","","","","999","","","","",4,5,98,5,5,5,7,9,9,9,7,8,3,9,6,1,6,6,6,6,1,6,"1","1","1","1","1","2","1","4","2","9","0","6","6","5","4","6","1","9","3","98","98","98","98","98","98","98","98","98","98","98","98","6","2","1",10,5,98,98,98,98,98,98,98,98,98,98,98,"98","98","98","","","","",5,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,98,98,"98","2",1,1,1,"2","2",98,98,"","",22,"",8,"","",5,2,1,"0.563347123949133",0
"29",10049,"20250209.83356.243",1973,"","","",2,2,1,"","","","","","","","","","","",2,"1","4","","","5","Umwelt Verantwortung","300","304","","","","","","999","","","","","","","","","","","","","","","","",8,8,8,4,5,8,6,6,6,7,7,5,5,5,5,6,3,1,6,4,1,6,"2","3","3","2","2","4","4","4","1","10","2","5","5","5","5","5","5","10","10","10","10","5","98","10","98","98","98","98","98","98","98","98","8","8",7,5,4,5,2,5,5,3,3,3,5,3,3,"2","4","98","","","","",3,2,"4","2","2","2","0","","","","","5","5","","","","","",0,"0","2","0",3,"3",3,2,2,"98","2",2,2,2,"","",32,3,"","32",10,"1",2,"32","3",6,2,1,"0.735861140748354",0
"30",10051,"20250209.85655.243",1957,"","","",2,4,2,"0","1","0","0","1","0","0","0","0","1","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",98,98,8,10,98,8,6,98,8,6,4,6,9,6,8,1,8,1,9,9,9,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,98,98,98,98,98,98,98,98,98,98,98,98,"98","98","98","","","","",98,98,"98","98","98","98","98","","","","","98","98","","","","","",98,"98","98","98",98,"98",98,98,98,"","16",1,1,8,"","",10,98,"","",22,"",8,"","",98,1,1,"1.39461292869742",0
"31",10053,"20250209.83536.243",1946,"","","",1,2,1,"","","","","","","","","","","",4,"1","2","","","5","","999","","","","","","","999","","","","","","","","","","","","","","","","",5,5,6,3,5,6,5,3,5,5,2,5,1,5,1,4,4,4,8,1,3,4,"2","2","3","3","2","2","2","3","2","5","3","5","5","1","5","5","2","8","5","1","1","1","1","1","5","5","7","5","2","3","5","8","5","1",10,4,3,2,4,2,2,3,5,4,2,2,2,"0","0","0","","","","",3,0,"0","2","0","2","0","","","","","0","0","","","","","",0,"0","0","0",4,"4",0,4,0,"98","4",1,1,1,"2","2",21,7,"3","33",10,"2",1,"","",6,1,2,"0.800276446913893",0
"32",10056,"20250209.72526.243",1967,"","","",2,4,1,"","","","","","","","","","","",99,"2","","3","","4","","","","","","","","","","","","","","","","999","","","","","999","","","","",5,5,5,5,5,5,5,5,5,5,5,3,5,98,9,9,9,9,9,9,9,9,"8","8","8","8","8","8","8","8","8","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","5","2",98,1,3,1,1,1,4,1,5,5,4,5,3,"2","0","0","","","","",0,3,"0","0","0","0","0","","","","","0","0","","","","","",3,"0","0","0",5,"2",2,0,5,"11","18",1,1,1,"2","1",21,1,"","12",23,"1",2,"98","3",8,2,1,"0.609420564798643",0
"33",10057,"20250209.70236.243",1944,"","","",1,1,1,"","","","","","","","","","","",4,"2","","4","","10","","","","","","","","","","","","","","","Unverantwortlich gegenüber Wirtschaft, Volk und der ganzen Schweiz !","300","","","","Unmöglich viele, für Normaldenkende, also nicht Links oder Grün, war diese Initiative ein Blödsinn. Die Schweiz macht gegenüber der ganzen Welt doch schon überaus viel. Was die kleine Schweiz macht ist doch schon vorbildlich. Und wir können auch keine Wunder vollbringen.  Wenn irgendwo ein Krieg losgeht oder ein Vulkan ausbricht, könnten wir für lange Zeit Autofahren. Warum gehen solche Initianten nicht in Länder welche viel weniger machen zum protestieren ??","202","200","","","",8,5,5,5,3,7,8,4,4,4,5,7,0,7,5,5,6,5,6,6,3,6,"1","2","3","4","3","1","2","1","2","9","8","8","10","6","6","5","3","8","6","0","0","0","0","2","0","0","4","0","0","4","5","10","2","1",10,5,1,1,2,2,1,5,5,5,3,1,1,"0","1","0","","","","",5,0,"0","0","0","0","1","","","","","0","0","","","","","",0,"0","0","0",5,"3",0,5,2,"98","4",1,1,1,"2","4",51,7,"6","",10,"",1,"","",7,2,2,"0.786885742479694",0
"34",10058,"20250209.78756.243",1961,"","","",2,2,1,"","","","","","","","","","","",2,"1","4","","","8","Wir müssen zur Umwelt und Natur Sorge tragen und was defür tun","300","303","","","","","","999","","","","","","","","","","","","","","","","",8,9,9,7,6,10,8,8,4,10,3,4,7,2,1,1,8,3,3,6,8,1,"1","2","1","1","1","2","4","4","2","98","98","10","8","8","98","6","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","7","4","2",9,2,1,1,2,1,1,1,4,98,3,1,1,"0","0","0","","","","",0,0,"0","0","0","0","0","","","","","0","0","","","","","",0,"0","0","0",5,"5",3,2,0,"9","2",1,1,2,"","",52,3,"","33",21,"1",1,"","",98,8,2,"0.517471976244571",0
"35",10059,"20250209.77264.243",1964,"","","",1,3,2,"0","1","0","0","0","0","0","0","0","0","0",99,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",7,5,5,4,5,7,5,5,5,5,5,7,3,98,2,4,4,3,4,2,2,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,2,4,4,2,2,3,1,5,5,4,2,3,"0","1","0","","","","",1,4,"0","1","0","0","0","","","","","0","0","","","","","",4,"1","0","0",4,"5",0,5,0,"2","18",1,1,2,"","",52,3,"","32",10,"1",1,"","",10,1,2,"1.77150731689315",0
"36",10061,"20250209.76624.243",1983,"","","",2,2,1,"","","","","","","","","","","",17,"2","","4","","3","","","","","","","","","","","","","","","Konsequenzen der Vorlage sind nicht vorausschaubar. Wir machen schon einiges für die Umwelt.","402","200","","","Ich möchte keine bösen Überraschungen später erleben. Das Volk hat ja ""JA"" gestimmt,... etwa so wie beim verdichteten Bauen.","402","","","","",6,6,3,4,5,5,6,5,5,0,8,6,0,6,6,6,6,4,6,5,3,6,"1","1","2","2","3","1","2","1","3","0","0","4","7","0","0","0","4","4","0","4","4","0","0","3","0","0","0","0","0","5","0","8","4","1",10,1,2,1,1,1,5,1,3,5,3,5,2,"0","0","0","","","","",0,0,"0","4","0","0","0","","","","","0","0","","","","","",2,"0","0","0",3,"1",0,0,0,"6","4",1,1,1,"1","4",32,3,"","33",22,"1",2,"32","3",9,1,2,"0.516713742191279",0
