"CODERESP","SECURITYID","BIRTHYEARR","CONTROL1","CONTROL3","CONTROL3@","S11","POLINT","PART","NONVOTE_01","NONVOTE_02","NONVOTE_03","NONVOTE_04","NONVOTE_05","NONVOTE_06","NONVOTE_07","NONVOTE_08","NONVOTE_09","NONVOTE_10","NONVOTE_98","PARTY15","VOTE1","VOTE1A","VOTE1B","VOTE1C","REASON1ACC1","REASON1ACC1_01","REASON1ACC1_02","REASON1ACC1_03","REASON2ACC1","REASON2ACC1_01","REASON2ACC1_02","REASON2ACC1_03","REASON2ACC1_04","REASON1DEN1","REASON1DEN1_01","REASON1DEN1_02","REASON1DEN1_03","REASON2DEN1","REASON2DEN1_01","REASON2DEN1_02","IMPORTANCE1","VOTE2","VOTE2A","VOTE2B","VOTE2C","REASON1ACC2","REASON1ACC2_01","REASON1ACC2_02","REASON1ACC2_03","REASON2ACC2","REASON2ACC2_01","REASON2ACC2_02","REASON2ACC2_03","REASON1DEN2","REASON1DEN2_01","REASON1DEN2_02","REASON1DEN2_03","REASON1DEN2_04","REASON2DEN2","REASON2DEN2_01","REASON2DEN2_02","REASON2DEN2_03","REASON2DEN2_04","IMPORTANCE2","VOTE3","VOTE3A","VOTE3B","VOTE3C","REASON1ACC3","REASON1ACC3_01","REASON1ACC3_02","REASON1ACC3_03","REASON2ACC3","REASON2ACC3_01","REASON2ACC3_02","REASON2ACC3_03","REASON1DEN3","REASON1DEN3_01","REASON1DEN3_02","REASON1DEN3_03","REASON2DEN3","REASON2DEN3_01","REASON2DEN3_02","REASON2DEN3_03","IMPORTANCE3","TRUST_1","TRUST_2","TRUST_3","TRUST_4","TRUST_5","TRUST_7","TRUST_8","TRUST_9","TRUST_10","TRUST_11","TRUST_25","TRUST_30","TRUST_31","TRUST_43","TRUST_55","TRUST_56","TRUST_57","LRSP","VALUE1","VALUE2","VALUE3","VALUE4","VALUE5","VALUE6","VALUE7","VALUE8","VALUE9","VALUE10","VALUE11","VALUE12","VALUE13","VALUE14","VALUE15","VALUE16","DIFFICUL1","DECTIME1","ARGU1_1","ARGU1_2","ARGU1_3","ARGU1_4","ARGU1_5","ARGU1_6","ZUSATZEFD","DIFFICUL2","DECTIME2","ARGU2_1","ARGU2_2","ARGU2_3","ARGU2_4","ARGU2_5","ARGU2_6","DIFFICUL3","DECTIME3","ARGU3_1","ARGU3_2","ARGU3_3","ARGU3_4","ARGU3_5","ARGU3_6","ONLINE","MEDIAUSE_1","MEDIAUSE_2","MEDIAUSE_3","MEDIAUSE_4","MEDIAUSE_5","MEDIAUSE_6","MEDIAUSE_7","MEDIAUSE_8","MEDIAUSE_9","MEDIAUSE_10","MEDIAUSE_11","MEDIAUSE_12","MEDIAUSE_13","MEDIAUSE_14","MEDIAUSE_15","MEDIAUSE2_1","MEDIAUSE2_2","MEDIAUSE2_3","MEDIAUSE2_4","MEDIAUSE2_5","MEDIAUSE2_6","MEDIAUSE2_7","MEDIAUSE2_8","DISCUS","VOTEWIE","PART2","MEDKONS_1","MEDKONS_2","MEDKONS_3","MEDKONS_4","MEDKONS_5","MEDKONS_6","MEDKONS_7","MEDKONS_8","MEDKONS_9","MEDKONS_10","MEDKONS_11","MEDKONS_12","MEDNR_1","MEDNR_2","MEDNR_3","MEDNR_4","MEDNR_5","MEDNR_6","MEDNR_7","MEDNR_8","MEDNR_9","MEDNR_10","MEDNR_11","MEDNR_12","MEDNR_13","MEDNR_14","MEDNR_15","MEDNR_16","MEDNR_17","MEDNR_18","MEDNR_19","MEDNR_20","MEDNR_21","MEDNR_22","MEDNR_23","MEDNR_24","MEDNR_25","MEDNR_26","MEDNR_27","MEDNR_28","MEDNR_29","MEDNR_30","MEDNR_31","MEDNR_32","MEDNR_33","MEDNR_34","MEDHAUPT","PARTYA","CITIZENREPA","ORIGINPARENTS","CONFESSD","CONFESSR","CULT","EDUC","ACTI","ACTIPREV","S17JOBPOSITION","WORKLOAD","S17SECTOR","MAINEARNER","EDUCMAIN","ACTIMAIN","INCOME","INCOMEPRECARIAT","HABITAT","GEWVORL1","GEWVORL2","GEWVORL3"
14293,"20230618.61495.231",2000,,,"",1,2,1,,,,,,,,,,,,1,1,4,,,"",99,,,"",,,,,"",,,,"",,,0,2,,4,,"",,,,"",,,,"unlogisch, wie umsetzen bringt nichts; kein gesetz; geht nicht, keine umsetzung",16,,,,"",99,,,,10,2,,4,,"",,,,"",,,,"unnötig",12,,,"",99,,,1,5,6,7,0,3,4,8,9,0,5,4,0,0,9,0,5,4,10,6,6,6,3,4,6,4,5,5,5,1,1,4,4,6,6,1,1,1,2,1,1,2,2,8,1,1,4,3,4,3,1,4,1,1,4,4,4,4,1,3,2,7,10,10,0,10,8,10,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,4,2,10,1,1,1,1,1,1,1,5,5,1,1,1,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,5,5,0,5,0,8,1,1,1,1,1,2,51,3,,32,10,1,1,,,6,2,1,3.01429745642829,3.40368152358071,3.62375424587267
14299,"20230618.61509.231",1978,,,"",2,1,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,6,5,5,5,4,2,6,5,5,1,5,2,5,7,5,5,4,4,6,8,4,4,2,9,6,6,1,4,9,2,1,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,4,1,1,5,5,5,98,5,5,5,98,,,1,3,,,3,4,,,,,,0,,,,0,,0,2,2,,,4,,,,98,,98,98,4,10,2,2,2,2,,,32,3,,33,10,1,1,,,6,2,1,0.575744875711786,0.574756439368322,0.577646298242161
14305,"20230618.61527.231",1981,,,"",2,4,2,0,0,1,0,0,0,0,0,0,0,0,16,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,1,1,1,2,98,1,5,98,3,7,1,3,7,3,5,98,98,2,6,4,2,1,1,2,3,3,1,3,3,1,3,6,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,1,1,1,1,1,1,1,2,0,,,0,0,,,0,5,,,,,,0,,,,0,,0,0,0,,,5,,,,0,,0,0,0,2,18,2,2,2,,,33,3,,33,21,2,1,,,4,2,1,0.972352477993619,0.971842378558431,0.971943911073119
14306,"20230618.61528.231",1999,,,"",1,8,2,0,0,0,1,0,0,0,1,0,0,0,99,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,8,8,4,2,2,6,98,98,4,7,3,8,98,9,0,98,98,9,5,6,2,3,1,1,4,5,3,4,1,2,1,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,1,1,1,1,1,4,3,0,,,0,0,,,0,0,,,,,,0,,,,0,,0,0,0,,,0,,,,0,,0,0,0,98,16,1,2,2,,,32,9,5,,22,,3,,,1,2,1,1.45765841346127,1.45565685220599,1.45819159082853
14307,"20230618.61529.231",1974,,,"",2,2,2,0,0,0,1,0,0,0,0,0,0,0,17,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,7,7,2,0,2,7,5,1,5,1,0,5,7,0,98,98,1,5,3,4,6,4,2,6,4,3,1,3,4,1,3,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,3,1,1,2,3,1,3,2,2,2,4,,,4,4,,,4,4,,,,,,4,,,,4,,4,4,4,,,4,,,,4,,4,4,4,7,3,2,2,2,,,52,3,,98,98,8,8,,,6,3,2,0.732240636396648,0.731856500454691,0.73193296062202
14314,"20230618.61547.231",1987,,,"",2,3,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,10,8,2,1,7,10,7,8,3,1,98,3,5,10,0,98,98,7,1,1,6,3,1,6,1,4,2,5,3,1,1,6,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,5,1,1,4,1,3,1,0,0,0,,,,,0,2,0,0,0,0,0,,,,,0,0,,,,,,5,0,0,0,3,0,0,3,0,6,1,2,2,2,,,32,3,,33,22,1,2,51,3,7,2,1,1.8583374930978,1.84987742040507,1.85348794248337
14316,"20230618.61552.231",1982,,,"",1,2,2,0,0,0,0,0,0,1,0,0,0,0,16,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,4,7,7,5,5,5,6,8,7,6,1,8,8,9,1,1,5,8,3,6,4,3,4,1,5,3,2,6,4,4,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,4,2,4,2,5,1,5,3,2,3,1,4,0,0,,,,,0,4,0,0,0,0,2,,,,,0,0,,,,,,5,0,0,0,2,1,0,4,0,2,1,1,1,2,,,51,1,,11,10,1,1,,,9,2,2,2.06972309225898,2.05677579140274,2.06094481053406
14327,"20230618.61576.231",1965,,,"",2,2,1,,,,,,,,,,,,5,1,4,,,"",99,,,"",,,,,"",,,,"",,,8,1,4,,,"",99,,,"",,,,"",,,,,"",,,,,10,1,4,,,"",99,,,"",,,,"",,,,"",,,,8,5,5,4,5,4,5,7,5,7,5,4,7,9,4,7,5,5,2,1,1,1,1,3,4,6,1,1,1,6,6,4,6,3,6,1,2,2,8,2,1,2,3,3,1,1,1,3,2,3,2,4,1,1,3,2,2,2,2,3,3,9,10,0,8,9,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,5,0,6,4,2,8,3,4,1,1,1,4,1,5,4,1,1,1,0,,,0,0,,,0,1,,,,,,0,,,,0,,0,0,0,,,1,,,,3,,0,4,0,2,5,2,2,2,,,32,3,,33,22,2,2,32,7,8,2,2,0.618933659823358,0.67848322740875,0.63902111020562
14328,"20230618.61579.231",1991,,,"",2,2,1,,,,,,,,,,,,9,1,4,,,"",99,,,"",,,,,"",,,,"",,,6,1,4,,,"",99,,,"",,,,"",,,,,"",,,,,6,1,4,,,"",99,,,"",,,,"",,,,"",,,,6,7,7,6,6,7,7,8,7,8,4,4,8,8,6,6,3,6,5,3,3,3,3,4,5,9,2,1,3,4,1,2,3,3,3,8,1,8,2,2,8,8,2,8,1,1,2,8,2,8,2,3,1,1,2,8,8,8,8,8,3,8,7,10,7,6,3,6,9,6,7,2,3,2,9,4,5,2,3,1,6,6,2,6,2,1,9,4,4,4,4,4,4,3,4,4,4,4,2,98,5,3,,,,,4,4,0,0,5,4,2,,,,,3,3,,,,,,5,5,4,1,5,4,2,4,4,98,9,1,1,1,1,2,52,3,,32,10,1,3,,,15,1,1,0.784959681514671,0.671897511714765,0.675696028308734
14338,"20230618.61604.231",1966,,,"",2,2,2,0,0,0,0,0,0,0,1,0,0,0,4,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,9,9,8,8,8,9,8,8,7,8,7,10,8,8,7,98,8,5,2,2,2,3,8,3,2,3,1,3,5,2,2,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,1,3,1,98,3,1,5,2,2,1,2,,,,,,4,0,0,0,,,,,,,0,0,98,,,,,,4,0,2,,,,1,,0,5,0,8,4,1,1,1,2,6,40,3,,33,22,1,2,52,98,11,1,2,0.850732804455291,0.850297354711997,0.850865433764727
14342,"20230618.61618.231",1975,,,"",1,2,1,,,,,,,,,,,,7,1,4,,,"",99,,,"",,,,,"",,,,"",,,6,2,,4,,"",,,,"",,,,"",99,,,,"",,,,,7,1,4,,,"",99,,,"",,,,"",,,,"",,,,5,10,10,8,7,5,10,6,7,5,9,7,9,5,9,2,98,5,8,5,5,5,2,3,1,3,4,2,9,1,1,2,5,3,3,1,2,2,2,1,2,2,3,3,2,3,2,8,8,3,8,8,1,2,3,3,2,2,2,2,3,2,3,4,7,4,2,0,2,0,2,0,1,7,10,2,2,1,1,1,3,5,0,9,5,1,9,4,3,2,3,2,5,1,4,4,1,5,1,,,,,,0,3,0,1,,,,,,,0,0,0,,,,,,0,1,5,,,,2,,1,2,0,6,3,2,2,1,2,4,51,3,,33,10,2,1,,,6,2,2,0.089765567768352,0.101965648090117,0.105791962273466
14345,"20230618.61628.231",1980,,,"",2,3,2,0,0,0,0,0,0,0,1,0,0,0,99,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,3,3,2,0,0,2,2,2,3,2,0,2,4,1,2,2,2,3,3,2,3,2,8,4,2,2,2,3,3,2,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,4,1,1,4,1,4,2,2,4,1,0,0,4,,,,,0,1,0,1,0,0,0,,,,,0,0,,,,,,1,0,4,0,1,1,0,3,2,98,16,1,1,1,1,2,52,3,,33,23,2,2,52,3,12,1,2,1.47859865610577,1.46934917644454,1.47232750050533
14355,"20230618.61662.231",1963,,,"",2,2,1,,,,,,,,,,,,1,1,4,,,"",99,,,"",,,,,"",,,,"",,,6,2,,2,,"",,,,"",,,,"",99,,,,"",,,,,8,2,,4,,"",,,,"",,,,"Bevormundung",27,,,"Eigenverantwortung",27,,,4,5,5,5,5,3,5,0,0,3,0,5,4,3,5,0,0,3,5,1,6,8,1,1,1,6,1,1,6,8,6,1,1,1,6,2,2,1,2,1,4,1,4,2,1,2,2,3,3,1,1,3,1,1,1,1,3,1,1,3,2,5,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,1,10,4,1,1,1,1,1,1,1,4,2,1,1,1,0,0,,,,,98,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,5,0,0,0,0,98,1,1,2,1,1,2,10,3,,33,23,1,2,32,3,5,1,2,1.10569901730621,0.911458015685015,0.894931243887904
14372,"20230618.61702.231",1961,,,"",2,1,1,,,,,,,,,,,,2,1,4,,,"",99,,,"",,,,,"",,,,"",,,8,1,4,,,"Schutz des Klimas ist für uns alle überlebenswichtig, in der Schweiz und weltweit",12,,,"",99,,,"",,,,,"",,,,,10,1,4,,,"",99,,,"",,,,"",,,,"",,,,8,8,6,6,3,4,7,8,5,10,2,3,9,10,8,7,8,8,2,3,1,1,3,4,5,4,3,1,8,6,2,1,6,1,4,1,1,2,2,2,2,1,4,1,1,1,1,1,1,3,3,3,1,1,1,2,2,2,3,4,1,10,10,0,1,1,5,1,10,0,3,1,0,0,0,6,3,3,3,0,0,5,2,98,3,1,10,4,2,3,2,2,4,2,5,3,3,1,1,0,2,2,,,,,2,0,0,1,1,1,0,,,,,0,0,,,,,,0,0,1,0,0,1,0,5,0,98,2,1,1,2,,,52,3,,31,10,2,1,,,14,1,1,0.455560534909958,0.443964730533257,0.422651170648721
14381,"20230618.61726.231",2002,,,"",2,3,2,0,0,0,1,0,0,0,0,0,0,0,99,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,3,4,2,9,9,4,9,3,1,2,5,8,9,9,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1,1,1,1,1,3,3,3,3,5,4,0,,,0,0,,,0,0,,,,,,0,,,,0,,0,0,0,,,0,,,,1,,0,1,0,11,16,1,2,2,,,33,6,6,,98,,4,98,1,98,2,2,1.27074430059349,1.27072203681993,1.27072676854513
14382,"20230618.61732.231",1991,,,"",2,2,1,,,,,,,,,,,,99,8,,,,"",,,,"",,,,,"",,,,"",,,5,8,,,,"",,,,"",,,,"",,,,,"",,,,,6,8,,,,"",,,,"",,,,"",,,,"",,,,8,2,2,3,0,0,4,5,5,4,1,1,2,5,7,7,4,5,5,3,3,1,1,4,3,4,2,1,4,3,1,2,6,1,6,8,1,2,8,8,3,1,3,8,1,1,3,3,3,3,2,4,1,1,3,4,3,1,1,2,2,0,2,0,2,2,0,3,0,2,1,0,1,0,0,0,5,0,1,2,2,2,0,3,4,1,10,2,2,1,1,1,2,1,4,3,2,4,1,0,0,0,,,,,1,1,0,2,0,0,0,,,,,0,0,,,,,,2,0,0,0,1,0,1,2,3,8,18,1,2,1,1,1,22,98,,,98,,1,,,98,3,1,0.579022223317571,0.581552422325866,0.580884408908925
14384,"20230618.61739.231",1969,,,"",2,2,1,,,,,,,,,,,,16,1,4,,,"",99,,,"",,,,,"",,,,"",,,4,1,4,,,"",99,,,"",,,,"",,,,,"",,,,,8,1,4,,,"",99,,,"",,,,"",,,,"",,,,4,6,6,6,6,4,6,6,6,8,3,3,6,8,8,8,0,6,4,2,4,1,2,8,9,8,5,1,8,5,2,8,2,1,5,8,1,2,2,1,2,1,2,8,1,1,1,1,1,3,3,2,1,1,1,1,1,2,3,3,2,10,10,7,10,7,5,5,5,5,5,0,3,0,0,0,4,4,4,1,1,5,1,10,3,1,10,5,2,5,2,2,3,1,5,4,4,5,2,0,0,0,,,,,5,1,0,0,0,0,0,,,,,0,0,,,,,,1,0,0,0,3,3,2,5,2,8,5,1,1,1,1,2,40,8,3,33,23,1,2,40,3,6,1,1,1.02417390302318,0.904797027115298,0.973535322345691
14388,"20230618.61755.231",1990,,,"",2,2,2,0,0,0,1,0,0,0,0,0,0,0,16,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,6,4,0,2,0,7,8,7,10,8,8,6,10,9,10,98,98,98,4,8,8,1,8,1,4,8,1,1,6,1,1,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,3,5,1,5,4,5,5,5,5,5,,,,,,5,4,98,5,,,,,,,1,1,0,,,,,,5,4,5,,,,5,,5,5,5,8,7,2,2,2,,,51,3,,33,10,1,1,,,5,1,1,0.253505872009772,0.253376114386331,0.253545393594654
14390,"20230618.61765.231",1971,,,"",2,3,2,0,0,0,0,0,0,0,1,0,0,0,7,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,5,5,5,1,0,5,5,1,3,0,1,4,4,5,0,1,1,10,4,6,5,1,4,4,6,6,1,3,6,6,1,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5,2,5,1,5,5,5,5,5,1,1,,,,,,0,5,0,5,,,,,,,5,5,0,,,,,,0,0,4,,,,5,,5,5,2,6,7,1,2,2,,,32,3,,33,10,8,2,98,98,98,2,2,0.423832309525314,0.423615369882907,0.423898385014862
14395,"20230618.61776.231",2000,,,"",8,8,2,0,0,0,1,0,0,0,0,0,0,0,16,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,0,0,0,98,0,0,10,98,5,0,0,98,10,98,10,0,98,0,1,1,1,1,9,6,9,1,1,9,6,9,9,9,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1,1,2,1,98,1,1,1,1,1,1,3,98,98,98,,,,,98,98,98,98,98,98,98,,,,,98,98,,,,,,98,98,98,98,98,98,98,98,98,12,18,1,1,2,,,98,98,,,98,,8,,,98,8,8,2.03933744010248,2.02658021886687,2.03068803253276
14401,"20230618.61795.231",1962,,,"",2,1,1,,,,,,,,,,,,5,1,4,,,"",99,,,"",,,,,"",,,,"",,,7,1,4,,,"Le climat !",43,,,"",99,,,"",,,,,"",,,,,10,3,,,4,"",,,,"",,,,"",,,,"",,,,1,6,6,5,6,4,8,6,6,9,5,5,5,9,7,10,5,5,2,3,1,1,1,3,5,4,2,1,2,6,2,5,6,2,3,8,8,1,2,8,1,1,3,8,1,1,1,2,1,3,3,4,1,8,2,8,8,2,8,8,3,6,6,8,6,6,5,0,0,2,4,0,1,3,7,3,3,2,3,4,3,5,3,6,2,1,8,5,1,1,1,1,2,1,4,5,2,2,1,0,,,0,0,,,5,1,,,,,,0,,,,0,,0,0,0,,,0,,,,5,,98,4,0,9,5,1,1,1,1,2,33,3,,33,10,2,2,51,3,14,1,2,0.478336840810488,0.422582288269124,0.440411906997082
14402,"20230618.61796.231",1990,,,"",1,3,1,,,,,,,,,,,,1,8,,,,"",,,,"",,,,,"",,,,"",,,5,2,,4,,"",,,,"",,,,"Unklare Ausgangslage. Vorlage widerspricht sich. Es sollen mehr auf Elektromobilität, Wärmpumpen etc. umsteigen, aber die Zukunft mit den Stromkraftwerke ist nicht gelöst.",26,,,,"",99,,,,8,2,,4,,"",,,,"",,,,"Realität und das was in den Medien präsentiert werden ist falsch.",12,,,"",99,,,0,5,98,5,0,5,5,6,8,1,4,6,2,2,8,0,98,98,5,4,4,3,3,4,2,4,5,3,5,1,8,9,3,1,4,2,3,8,8,8,8,8,8,4,1,2,3,8,4,1,2,4,1,2,4,4,8,3,1,2,1,6,0,0,9,0,5,0,5,7,0,3,4,8,0,2,6,5,1,5,5,0,1,5,3,2,9,1,2,3,1,2,1,1,1,2,2,4,1,0,0,1,,,,,1,0,0,0,0,0,0,,,,,0,0,,,,,,1,0,0,0,0,1,0,0,0,11,1,1,1,2,,,51,3,,33,10,2,4,51,3,6,1,1,0.68017562935976,0.606135377201527,0.595144787525669
14403,"20230618.61798.231",1982,,,"",2,3,1,,,,,,,,,,,,3,1,4,,,"",99,,,"",,,,,"",,,,"",,,98,1,8,,,"",99,,,"",,,,"",,,,,"",,,,,3,1,8,,,"",99,,,"",,,,"",,,,"",,,,98,7,7,7,1,8,7,98,6,3,7,5,7,98,8,0,98,2,8,3,4,6,5,4,2,3,2,6,6,2,1,2,4,5,2,8,1,2,2,8,8,4,1,3,1,2,4,4,8,8,2,1,8,8,8,3,2,1,1,2,1,1,1,1,2,1,2,1,5,0,1,6,5,2,5,3,2,3,4,1,5,3,1,4,3,1,6,1,1,1,1,1,4,3,1,2,2,5,1,0,,,0,0,,,0,0,,,,,,0,,,,0,,0,0,0,,,0,,,,1,,1,0,0,7,3,2,2,2,,,52,3,,33,10,1,4,98,98,9,2,1,0.435315617838027,0.460318888276828,0.440564042225778
14411,"20230618.61821.231",1971,,,"",2,3,2,0,0,0,0,0,0,0,1,0,0,0,16,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,6,5,2,5,0,7,2,3,2,3,3,7,3,7,0,98,5,5,2,6,3,3,4,5,3,3,2,4,6,6,3,5,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,1,1,1,5,2,3,5,5,5,1,5,,,0,0,,,5,5,,,,,,0,,,,5,,0,0,0,,,5,,,,5,,5,2,3,9,16,1,1,1,2,2,33,3,,33,23,1,2,52,3,15,1,2,1.17016458742888,1.16886005246215,1.1682002471296
14415,"20230618.61826.231",1964,,,"",2,2,2,1,0,1,0,0,0,1,0,0,0,0,4,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,6,6,6,6,6,6,9,9,9,6,6,9,6,9,0,0,6,6,1,6,2,4,5,5,2,3,1,2,6,2,2,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,3,3,1,1,3,1,4,4,2,5,2,0,0,0,,,,,4,1,0,5,0,0,0,,,,,0,0,,,,,,1,0,1,0,4,4,1,4,4,6,4,1,1,2,,,40,3,,33,21,3,1,,,5,1,1,1.68526265983136,1.67470215836683,1.67452363987306
14423,"20230618.61842.231",1970,,,"",1,2,2,0,0,0,0,0,0,0,1,0,0,0,3,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,7,7,6,5,5,7,3,4,4,5,7,7,8,8,4,98,98,6,4,4,4,3,3,4,3,5,2,4,3,1,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,2,2,2,1,4,1,5,2,1,1,1,2,0,0,,,,,0,2,0,0,0,0,1,,,,,0,0,,,,,,2,0,0,0,1,2,1,3,4,8,3,1,1,1,2,2,32,1,,11,10,1,1,,,12,2,2,1.36239022337029,1.3577371895421,1.35736334423691
14427,"20230618.61848.231",1995,,,"",1,4,2,0,0,0,1,0,0,0,0,0,0,0,16,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,7,5,0,0,98,2,6,98,1,8,2,8,10,6,0,98,98,4,3,1,1,4,3,6,2,1,9,6,1,2,4,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1,1,1,1,1,1,3,3,1,4,2,0,0,0,,,,,0,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,1,0,0,1,0,98,16,1,1,2,,,51,3,,33,10,3,1,,,13,1,1,2.90750696580665,2.90734478855312,2.90773799234474
14428,"20230618.61849.231",1958,,,"",2,3,8,,,,,,,,,,,,9,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,98,98,0,5,0,0,0,0,5,0,0,5,98,5,0,0,98,10,1,1,1,1,6,1,1,6,1,1,1,1,1,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,1,4,1,3,3,4,3,1,3,4,4,3,2,2,5,,,,,98,3,98,98,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,11,18,1,2,1,1,4,10,2,,,21,,1,,,1,3,8,0.844826708028694,0.844826708028694,0.844826708028694
14430,"20230618.61854.231",1970,,,"",2,2,2,0,0,0,0,0,0,0,1,0,0,0,17,,,,,"",,,,"",,,,,"",,,,"",,,,,,,,"",,,,"",,,,"",,,,,"",,,,,,,,,,"",,,,"",,,,"",,,,"",,,,,5,5,5,5,5,5,0,5,5,0,0,5,5,8,5,9,5,3,1,2,1,2,8,5,5,2,1,2,5,5,1,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,2,2,2,1,1,2,4,3,1,1,1,98,,,1,1,,,1,0,,,,,,0,,,,0,,0,0,0,,,0,,,,0,,0,5,5,8,,9,1,2,,,51,3,,32,22,1,1,,,3,2,2,1.2969300616612,1.29624968771564,1.29638511244434
