CODERESP;SECURITYID;CONTROL1;CONTROL3;CONTROL3@;BIRTHYEARR;S11;POLINT;PART;NONVOTE_01;NONVOTE_02;NONVOTE_03;NONVOTE_04;NONVOTE_05;NONVOTE_06;NONVOTE_07;NONVOTE_08;NONVOTE_09;NONVOTE_10;NONVOTE_98;PARTY15;VOTE1;VOTE1A;VOTE1B;VOTE1C;IMPORTANCE1;REASON1ACC1_01;REASON1ACC1_02;REASON1ACC1_03;REASON1ACC1_04;REASON1ACC1_05;REASON1ACC1_06;REASON1ACC1_07;REASON1ACC1_08;REASON1ACC1;REASON2ACC1_01;REASON2ACC1_02;REASON2ACC1_03;REASON2ACC1_04;REASON2ACC1_05;REASON2ACC1_06;REASON2ACC1;REASON1DEN1_01;REASON1DEN1_02;REASON1DEN1_03;REASON1DEN1_04;REASON1DEN1_05;REASON1DEN1_06;REASON1DEN1;REASON2DEN1_01;REASON2DEN1_02;REASON2DEN1_03;REASON2DEN1_04;REASON2DEN1_05;REASON2DEN1;VOTE2;VOTE2A;VOTE2B;VOTE2C;IMPORTANCE2;REASON1ACC2_01;REASON1ACC2_02;REASON1ACC2_03;REASON1ACC2_04;REASON1ACC2_05;REASON1ACC2_06;REASON1ACC2_07;REASON1ACC2_08;REASON1ACC2_09;REASON1ACC2_10;REASON1ACC2;REASON2ACC2_01;REASON2ACC2_02;REASON2ACC2_03;REASON2ACC2_04;REASON2ACC2_05;REASON2ACC2_06;REASON2ACC2_07;REASON2ACC2_08;REASON2ACC2_09;REASON2ACC2_10;REASON2ACC2;REASON1DEN2_01;REASON1DEN2_02;REASON1DEN2_03;REASON1DEN2_04;REASON1DEN2_05;REASON1DEN2_06;REASON1DEN2_07;REASON1DEN2;REASON2DEN2_01;REASON2DEN2_02;REASON2DEN2_03;REASON2DEN2_04;REASON2DEN2_05;REASON2DEN2;VOTE3;VOTE3A;VOTE3B;VOTE3C;IMPORTANCE3;REASON1ACC3_01;REASON1ACC3_02;REASON1ACC3_03;REASON1ACC3_04;REASON1ACC3_05;REASON1ACC3;REASON2ACC3_01;REASON2ACC3_02;REASON2ACC3_03;REASON2ACC3_04;REASON2ACC3;REASON1DEN3_01;REASON1DEN3_02;REASON1DEN3_03;REASON1DEN3_04;REASON1DEN3;REASON2DEN3_01;REASON2DEN3_02;REASON2DEN3_03;REASON2DEN3;VOTE4;VOTE4A;VOTE4B;VOTE4C;IMPORTANCE4;REASON1ACC4_01;REASON1ACC4_02;REASON1ACC4_03;REASON1ACC4_04;REASON1ACC4_05;REASON1ACC4;REASON2ACC4_01;REASON2ACC4_02;REASON2ACC4_03;REASON2ACC4_04;REASON2ACC4_05;REASON2ACC4_06;REASON2ACC4;REASON1DEN4_01;REASON1DEN4_02;REASON1DEN4_03;REASON1DEN4_04;REASON1DEN4;REASON2DEN4_01;REASON2DEN4_02;REASON2DEN4_03;REASON2DEN4_04;REASON2DEN4_05;REASON2DEN4;VOTE5;VOTE5A;VOTE5B;VOTE5C;IMPORTANCE5;REASON1ACC5_01;REASON1ACC5_02;REASON1ACC5_03;REASON1ACC5_04;REASON1ACC5_05;REASON1ACC5;REASON2ACC5_01;REASON2ACC5_02;REASON2ACC5_03;REASON2ACC5_04;REASON2ACC5_05;REASON2ACC5;REASON1DEN5_01;REASON1DEN5_02;REASON1DEN5_03;REASON1DEN5_04;REASON1DEN5_05;REASON1DEN5_06;REASON1DEN5;REASON2DEN5_01;REASON2DEN5_02;REASON2DEN5_03;REASON2DEN5_04;REASON2DEN5_05;REASON2DEN5;TRUST_1;TRUST_2;TRUST_3;TRUST_4;TRUST_5;TRUST_6;TRUST_7;TRUST_8;TRUST_9;TRUST_10;TRUST_16;TRUST_30;TRUST_31;TRUST_32;TRUST_33;TRUST_34;LRSP;VALUE3;VALUE5;VALUE6;VALUE7;VALUE8;VALUE10;VALUE16;VALUE11;VALUE15;DIFFICUL1;DECTIME1;ARGU1_1;ARGU1_2;ARGU1_3;ARGU1_4;ARGU1_5;ARGU1_6;DIFFICUL2;DECTIME2;ARGU2_1;ARGU2_2;ARGU2_3;ARGU2_4;ARGU2_5;ARGU2_6;DIFFICUL3;DECTIME3;ARGU3_1;ARGU3_2;ARGU3_3;ARGU3_4;ARGU3_5;ARGU3_6;DIFFICUL4;DECTIME4;ARGU4_1;ARGU4_2;ARGU4_3;ARGU4_4;ARGU4_5;ARGU4_6;DIFFICUL5;DECTIME5;ARGU5_1;ARGU5_2;ARGU5_3;ARGU5_4;ARGU5_5;ARGU5_6;COVID1A;COVID1B;COVID1C;COVID1D;COVID1E;COVID2;COVID3_1;COVID3_2;COVID4_1;ONLINE;MEDIAUSE_1;MEDIAUSE_2;MEDIAUSE_3;MEDIAUSE_4;MEDIAUSE_5;MEDIAUSE_6;MEDIAUSE_7;MEDIAUSE_8;MEDIAUSE_9;MEDIAUSE_10;MEDIAUSE_11;MEDIAUSE_12;MEDIAUSE_13;MEDIAUSE_14;MEDIAUSE_15;MEDIAUSE2_1;MEDIAUSE2_2;MEDIAUSE2_3;MEDIAUSE2_4;MEDIAUSE2_5;MEDIAUSE2_6;MEDIAUSE2_7;MEDIAUSE2_8;DISCUS;VOTEWIE;PART2;PARTYA;CITIZENREPA;ORIGINPARENTS;CONFESSR;CONFESSD;CULT;EDUC;ACTI;ACTIPREV;S17JOBPOSITION;WORKLOAD;S17SECTOR;MAINEARNER;EDUCMAIN;ACTIMAIN;INCOME;INCOMEPRECARIAT;HABITAT;GEWVORL1;GEWVORL2;GEWVORL3;GEWVORL4;GEWVORL5
12135;20210613.55719.211;99999998;99999998; ;1964;1;8;1;8;8;8;8;8;8;8;8;8;8;8;1;1;4;99999998;99999998;5;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;1;99999998;99999998;5;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ;99; ; ; ; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;6;1;0;0;2;5;3;3;3;0;5;3;0;7;0;5;10;3;4;1;4;6;1;2;2;3;8;1;3;3;2;1;2;1;8;1;3;3;3;2;2;2;1;1;3;3;4;1;1;1;1;1;4;4;2;1;1;1;1;1;4;4;4;1;1;1;2;1;3;1;1;2;4;4;1;1;10;5;5;0;0;0;0;10;5;0;0;5;5;0;5;5;5;3;0;0;5;0;0;3;1;5;1;1;2; ;2;99999998;51;3;99999998;33;10;1;1;99999998;99999998;10;1;2;0.230737713;0.229482195;0.287894599;0.19523157;0.263838053
13519;20210613.59412.211;99999998;99999998; ;1966;1;2;2;0;0;0;0;0;0;0;0;0;0;1;17;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;5;5;5;2;5;3;5;3;3;4;3;5;3;7;7;7;5;4;2;1;2;3;1;1;6;2;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;18;1;1;2;1;1;52;3;99999998;32;10;1;3;99999998;99999998;8;1;1;2.865757525;2.868636514;2.87213319;2.866630862;2.880876875
14372;20210613.61692.211;99999998;99999998; ;1948;2;3;2;0;0;0;0;0;0;0;0;0;1;0;9;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;99999998;99999998;99999998;99999998;99999998;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;98;8;4;5;5;7;7;5;4;5;5;7;8;8;8;98;5;2;6;4;6;4;4;4;2;3;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;99999998;0;18;1;1;2;1;2;51;7;3;32;10;1;3;99999998;99999998;3;1;1;4.454957938;4.459433466;4.464869216;4.456315582;4.478461695
16209;20210613.66697.211;99999998;99999998; ;1961;2;3;1;8;8;8;8;8;8;8;8;8;8;8;5;1;4;99999998;99999998;9;42;55; ; ; ; ; ; ;Sauberes Trinkwasser ohne Pestizidrückstände;58; ; ; ; ; ;Umweltschutz;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;9;40;42; ; ; ; ; ; ; ; ;Gesunde Nahrungsmittel;50; ; ; ; ; ; ; ; ; ;Umweltschutz;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;7;31;32; ; ; ;Damit die vom Covid betroffenen Personen weiterhin finanzielle Unterstützung erhalten.;34; ; ; ;Gefährdete Arbeitsplätze erhalten;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;8;41; ; ; ; ;Treibhausgasemmissionen senken;42; ; ; ; ; ;Umwelt;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;41; ; ; ; ;Präventiv vorgehen können;33; ; ; ; ;Sicherheit der CH erhöhen;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;10;10;7;5;7;10;7;5;5;5;5;10;9;9;6;98;3;5;5;2;4;4;4;3;6;2;1;1;2;2;2;3;3;2;1;1;2;2;2;3;2;3;1;1;2;1;2;3;3;4;1;1;2;2;2;2;3;3;1;1;1;2;1;2;3;3;1;1;2;1;1;3;1;4;1;2;9;1;1;8;7;7;1;0;0;0;0;0;0;8;0;3;0;3;0;1;5;5;10;2;1;10;5;2;2;2;1;4;32;3;99999998;33;21;1;3;99999998;99999998;9;1;2;1.710315275;1.701008897;1.505749286;1.938300424;1.498631902
17305;20210613.69633.211;99999998;99999998; ;1965;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;4;99999998;3;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;7;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;21; ; ; ; ; ; ;bestehende Vorschriften sind streng genug;99; ; ; ; ; ;1;1;99999998;99999998;3;23; ; ; ; ;Mehr Klarheit, weniger Kantönligeist;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;4;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;56; ; ; ;Luxusgesetz welches sich nur die Reichen leisten können.;98; ; ; ; ; ;1;1;99999998;99999998;2;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;9;9;4;1;4;5;5;4;6;5;7;9;6;5;5;98;4;3;4;4;3;4;8;5;4;3;2;3;3;4;3;2;2;8;1;1;3;3;2;2;1;1;2;3;2;2;2;3;2;2;1;1;4;3;3;2;2;1;2;3;2;3;2;2;2;3;1;1;3;1;1;4;2;4;2;3;9;0;5;3;5;3;3;8;8;8;98;0;0;0;0;5;5;5;3;0;9;5;7;2;1;10;16;1;1;1;1;2;32;3;99999998;33;23;2;2;51;1;14;1;2;0.775993058;0.779408318;0.704007315;0.676600231;0.700679609
11335;20210613.53632.211;99999998;99999998; ;1981;1;2;1;8;8;8;8;8;8;8;8;8;8;8;3;2;99999998;4;99999998;5;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;4;99999998;6;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;99999998;99999998;5;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;8;99; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;5;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;7;3;3;6;8;5;2;5;6;4;8;7;8;8;98;6;3;6;3;4;2;6;2;1;6;1;1;2;4;2;2;2;2;1;1;3;3;3;2;3;1;1;1;2;1;2;3;4;4;1;1;2;2;1;2;4;1;1;1;2;2;1;2;2;2;1;1;3;2;1;4;3;4;4;3;6;7;8;9;0;4;0;0;1;0;5;0;0;0;2;3;0;1;0;0;4;0;9;2;1;8;3;1;1;2;1;1;52;3;99999998;31;10;1;3;99999998;99999998;15;1;1;0.475505238;0.477598007;0.431394537;0.555319682;0.429355419
13888;20210613.60406.211;99999998;99999998; ;1973;2;2;1;8;8;8;8;8;8;8;8;8;8;8;17;2;99999998;2;99999998;8;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;15;63;100; ; ; ;War zu extrem;99; ; ; ; ; ;2;99999998;4;99999998;8;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;17; ; ; ; ; ; ;ebenfalls zu extrem;99; ; ; ; ; ;1;4;99999998;99999998;6;24; ; ; ; ;rechtliche Grundlage für die Hilfe während der Pandemie und es ist befristet;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;45;26; ; ; ;Ich finde man sollte unbedingt etwas unternehmen gegen den Klimawandel auch wenn evtl. nur ein kleiner Tropfen ist;99; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;1;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;9;7;6;7;5;7;7;5;5;6;4;6;8;7;6;2;4;2;4;2;3;4;4;3;6;4;1;2;2;3;2;3;2;2;1;2;2;2;2;3;3;2;1;1;2;1;2;4;4;3;1;1;1;1;2;4;4;4;2;3;3;3;2;2;2;2;1;1;3;1;1;4;2;4;4;3;7;2;8;8;4;0;3;1;7;0;6;5;3;0;7;4;2;4;2;2;7;4;9;2;2;9;4;1;1;2;1;2;51;1;99999998;12;10;1;3;99999998;99999998;98;2;1;1.564169468;1.571053608;1.419067781;1.826718238;1.843085562
14302;20210613.61523.211;99999998;99999998; ;1987;1;1;1;8;8;8;8;8;8;8;8;8;8;8;9;1;4;99999998;99999998;8;42; ; ; ; ; ; ; ;Mir ist sauberes Trinkwasser sehr wichtig (Lebensgrundlage).;70;90; ; ; ; ;Die Landwirtschaft sollen Direktzahlungen erhalten, aber gesteuert durch die Bedürfnisse der Bevölkerung.;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;6;40;41;50;57;56;61; ; ; ; ;Wichtigkeit von gesunder und naturnaher Ernährung (naturnah). Der Einsatz von Pestiziden dient dem Zweck, maximalen Ertrag aus dem Boden herauszuholen. Der Einsatz von Gift sollte auf ein absolutes minimum reduziert sein.;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;8;18;32; ; ; ;Unterstützung für stark von der Pandemie betroffenen Betrieben.;33; ; ; ;In dieser Pandemie müssen schnelle und unbürokratische Lösungen gefunden werden können, zum Schutz aller Bürger und zur Minimierung schlimmerer wirtschaftlicher Folgen.;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;23;21; ; ; ;Mittel zum Zweck um Ziele aus dem Pariser Klimavertrag zumindest halbwegs einhalten zu können.;35;55;24; ; ; ;Langsameres Handeln kostet uns noch viel mehr. Minimale Verhaltenslenkung, ohne Verbote. Steigerung Innovationskraft. Vorbildfunktion eines so innovativen und reichen Landes wie die Schweiz. Wertschöpfung im Inland. Minimalkompromiss wäre ein erster Schri;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;2;99999998;5;99999998; ; ; ; ; ;99999998; ; ; ; ; ;45; ; ; ; ; ;Präventive Massnahmen bei 12 jährigen Kindern wäre möglich.;25; ; ; ; ;"Definition von ""Gefährdern"" zu weit gefasst.";9;6;5;8;4;10;6;6;3;10;2;7;10;5;9;0;3;1;3;5;4;1;2;2;5;1;1;2;2;2;1;4;4;3;2;2;2;1;2;3;4;3;1;1;1;1;1;4;4;3;1;1;1;1;1;4;4;4;2;2;2;3;2;2;3;2;1;1;3;1;1;2;4;2;4;1;7;2;9;6;2;4;3;10;1;10;0;3;4;4;4;6;5;4;0;0;9;3;9;2;1;10;9;1;1; ;2;99999998;52;3;99999998;33;10;1;3;99999998;99999998;13;1;1;0.355207313;0.353274515;0.312721968;0.402556473;0.406163364
14383;20210613.61722.211;99999998;99999998; ;2001;1;1;1;8;8;8;8;8;8;8;8;8;8;8;2;1;2;99999998;99999998;4;18; ; ; ; ; ; ; ;Ein Zeichen setzten;16; ; ; ; ; ;Ging von einem Nein aus;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;7;51;50;52; ; ; ; ; ; ; ;Die Biodiversität schützen;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;5;30;31;32; ; ;Hilfgelder;25; ; ; ;Handlungen des Bundes;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;43; ; ; ; ;Kliomawandel bekämpfen;35; ; ; ; ; ;Verursacherprinzip einführen;99999998; ; ; ; ;99999998; ; ; ; ; ;2;99999998;4;99999998;3;99999998; ; ; ; ; ;99999998; ; ; ; ; ;23;45; ; ; ; ;Hausarrest für Jugendliche;32; ; ; ; ;Aufhebung der Unschuldsvermutung;8;5;5;6;4;9;7;2;4;6;4;8;9;8;7;0;3;3;2;5;2;1;2;3;4;3;2;2;3;1;1;2;2;2;1;1;2;2;2;3;3;3;1;1;1;1;1;4;4;4;1;1;1;1;1;4;3;3;1;1;3;3;3;1;3;1;1;1;3;1;1;2;2;3;4;2;6;8;8;0;0;0;3;5;2;7;2;0;4;0;2;3;3;2;2;3;7;1;9;2;1;10;2;1;1;1;1;4;33;6;3;98;10;3;4;32;3;10;1;2;0.674415638;0.670745924;0.593750685;0.764315291;0.771163526
14626;20210613.62449.211;99999998;99999998; ;1976;2;2;1;8;8;8;8;8;8;8;8;8;8;8;1;2;99999998;2;99999998;2;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ;2;99999998;2;99999998;5;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;32;30;39; ; ; ; ;Kein Förderung des Imports für Nahrungsmittel;99; ; ; ; ; ;1;2;99999998;99999998;0;24; ; ; ; ;Richtlinien müssen auch jetzt befolgt werden;99; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;2;99999998;2;99999998;4;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;32; ; ; ;Benzinpreise;99; ; ; ; ; ;1;2;99999998;99999998;7;42; ; ; ; ;Bessere Beobachtung;99; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;3;5;5;4;7;8;5;98;98;98;7;6;2;5;6;98;8;5;5;3;3;5;6;1;9;6;8;2;3;3;3;1;2;2;1;2;3;3;3;2;8;2;2;3;4;3;8;2;2;8;1;2;3;2;3;8;8;8;1;1;1;8;1;3;4;3;1;1;8;1;1;8;4;3;2;3;7;1;7;10;9;7;7;10;4;4;4;7;3;0;1;5;98;5;0;0;8;5;8;4;1;8;1;1;1;2;1;1;33;3;99999998;33;22;1;2;51;3;15;1;2;0.908540356;0.912538976;0.824258735;0.79217025;0.820362624
16564;20210613.67618.211;99999998;99999998; ;1971;1;3;1;8;8;8;8;8;8;8;8;8;8;8;16;1;8;99999998;99999998;6;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;5;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;2;99999998;1;99999998;6;99999998; ; ; ; ; ;99999998; ; ; ; ;99; ; ; ; ; ; ; ; ;1;2;99999998;99999998;4;99; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;1;1;99999998;99999998;4;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;5;7;7;8;7;8;5;7;5;5;9;6;7;5;5;7;5;5;5;5;5;5;5;5;5;3;1;1;1;2;1;3;1;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;3;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;7;6;7;5;6;6;5;6;6;5;5;5;5;5;5;5;5;5;4;2;6;16;2;2; ;8;99999998;10;2;99999998;99999998;10;99999998;1;99999998;99999998;5;2;1;0.581633255;0.578468401;0.725711764;0.65916501;0.509645306
10042;20210613.50109.211;99999998;99999998; ;1961;1;2;1;8;8;8;8;8;8;8;8;8;8;8;17;8;99999998;99999998;99999998;1;99999998; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;2;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;10;99999998; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;8;99999998;99999998;99999998;2;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;8;99999998;99999998;99999998;2;99999998; ; ; ; ; ;99999998; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;4;4;0;0;1;5;5;5;5;7;1;5;5;5;7;2;5;8;8;8;8;8;8;8;8;8;2;2;8;8;8;8;8;8;2;2;8;8;8;8;8;8;1;1;4;1;1;3;4;4;1;1;3;3;3;3;3;3;1;1;3;1;1;4;1;1;1;1;3;1;1;4;4;4;1;2;10;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;1;10;2;2;2;2;1;9;32;2;99999998;99999998;10;99999998;1;99999998;99999998;4;3;2;0.412501097;0.412218791;0.411876271;0.412415761;0.411019043
11094;20210613.53002.211;99999998;99999998; ;1983;1;2;1;8;8;8;8;8;8;8;8;8;8;8;2;1;2;99999998;99999998;7;11; ; ; ; ; ; ; ;Ein möglichst knappes Abstimmungsresultat;18;19; ; ; ; ;Ein Zeichen setzen damit es in dieser Thematik vowärts geht;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;1;2;99999998;99999998;7;16; ; ; ; ; ; ; ; ; ;Möglichst knappes Abstimmungsresultat;22;12; ; ; ; ; ; ; ; ;Ein Zeichen setzen  damit es in dieser Thematik vorwärts geht;99999998; ; ; ; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;10;99; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ;1;4;99999998;99999998;10;99; ; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ;99999998; ; ; ; ; ;1;4;99999998;99999998;3;99; ; ; ; ; ; ; ; ; ; ; ;99999998; ; ; ; ; ; ;99999998; ; ; ; ; ;8;5;6;8;5;10;8;7;5;8;5;8;9;8;8;0;3;2;3;3;2;1;5;2;5;1;8;3;3;2;2;2;2;3;8;3;2;2;2;2;3;8;1;1;1;1;1;4;3;3;1;1;2;1;2;3;4;3;1;1;2;3;2;3;8;3;1;1;3;1;1;3;3;3;3;2;9;7;8;0;0;0;0;9;4;7;0;0;0;0;6;0;0;0;0;3;8;0;5;2;2;10;2;1;1;2;1;2;52;3;99999998;33;21;1;3;99999998;99999998;9;1;1;1.530367836;1.52204061;1.347324853;1.734365978;1.34095631
